product_id,product_name,category,sub_category,brand,model_no,color,size,weight_kg,cost_price,mrp,supplier_id,manufacture_date,expiry_date,warranty_months,is_returnable,is_active,created_date,updated_ts,source_system
PRD1072,Product_8226,Kitchen,,Briscoe,,Black,,15.83,,,,invalid_date,2025-09-27,,N,,invalid_date,,
PRD1160,,Kitchen,Premium,Living&Co,,White,M,,,2744.49,SUP182,,2024-04-12,36.0,Y,Y,invalid_date,invalid_ts,PIM
PRD1184,Product_8228,Electronics,Premium,Briscoe,,White,S,2.39,300.11,,,,invalid_date,24.0,N,Y,,,ERP
PRD1194,Product_8229,Furniture,Large,Living&Co,M474,,M,4.76,,,SUP138,invalid_date,invalid_date,,Y,,2024-06-23,,PIM
PRD1137,Product_8230,Home,Large,Other,,Black,M,,1025.23,2160.15,,2024-04-24,invalid_date,36.0,Y,N,,,
PRD1047,,Electronics,,Other,,Red,M,5.63,511.82,2435.46,,invalid_date,,,,,,2024-11-05 00:00:00,
PRD1014,,Electronics,Large,Briscoe,M3779,Black,L,9.61,,,SUP81,2025-10-16,2024-10-29,12.0,N,,,,
PRD1031,Product_8233,,Small,Other,,Red,S,5.84,1426.5,831.41,SUP154,,invalid_date,24.0,Y,Y,2025-03-03,2024-06-23 00:00:00,
PRD1057,Product_8234,Kitchen,,Other,,Red,M,7.2,,469.43,SUP83,2024-07-22,2024-06-10,36.0,,N,,,ERP
PRD1076,Product_8235,Kitchen,Small,Living&Co,M2344,,,,,,SUP167,invalid_date,invalid_date,36.0,N,Y,,invalid_ts,PIM
PRD1137,,Kitchen,Large,Other,,Red,S,4.39,87.47,2630.22,,,2025-05-18,12.0,Y,Y,invalid_date,,PIM
PRD1147,,Kitchen,Large,,,Black,S,,,,,2024-02-01,invalid_date,12.0,Y,N,invalid_date,invalid_ts,
PRD1050,,Furniture,Large,Living&Co,,Black,S,,,,SUP37,invalid_date,invalid_date,24.0,N,N,,,
PRD1183,,Kitchen,,Briscoe,,Red,S,,932.29,1313.71,,2024-03-03,,36.0,Y,N,2025-02-04,2024-02-08 00:00:00,PIM
PRD1018,Product_8240,Furniture,Premium,Other,M1018,,M,14.42,,886.26,,invalid_date,2024-11-01,12.0,,,2025-08-22,invalid_ts,
PRD1144,Product_8241,Electronics,Small,Other,M3612,,,6.29,,817.09,SUP70,,invalid_date,36.0,N,N,,2024-05-20 00:00:00,PIM
PRD1125,Product_8242,Kitchen,Large,Living&Co,M3056,,L,8.42,,,,,2024-02-28,,,Y,2024-06-09,invalid_ts,PIM
PRD1131,,,,Living&Co,M661,Black,,16.78,400.32,2678.46,SUP60,2025-08-14,invalid_date,,Y,Y,,invalid_ts,PIM
PRD1127,,Electronics,Premium,Other,M946,Red,M,,296.64,,SUP18,,,36.0,,N,invalid_date,,ERP
PRD1128,Product_8245,Furniture,,,M359,,,8.92,138.24,,,invalid_date,invalid_date,,,,invalid_date,,
PRD1029,Product_8246,Home,Premium,,M2211,,,16.8,,,,2025-06-05,2025-06-06,36.0,N,N,2024-06-14,2024-06-20 00:00:00,ERP
PRD1123,Product_8247,Home,Large,Other,M4357,Red,,,161.04,2200.35,,2024-11-10,,12.0,,,2024-02-11,2024-07-24 00:00:00,
PRD1131,Product_8248,Furniture,,Briscoe,M3902,Red,S,,,1620.95,,2024-03-17,2024-08-14,24.0,,,2025-10-26,2024-06-24 00:00:00,ERP
PRD1115,,,Small,Living&Co,,,L,,,,,2024-02-12,,36.0,Y,Y,invalid_date,invalid_ts,ERP
PRD1100,Product_8250,Furniture,Premium,Briscoe,,Black,S,9.64,,,,2025-03-04,2025-03-20,12.0,,N,2024-05-10,,ERP
PRD1156,,Furniture,,Briscoe,M936,,S,,1224.53,1054.83,,,invalid_date,36.0,,N,invalid_date,invalid_ts,ERP
PRD1011,Product_8252,Furniture,Small,,M1313,,M,13.05,,1544.22,,,,36.0,,,2024-01-13,invalid_ts,ERP
PRD1145,Product_8253,Kitchen,,Briscoe,M394,White,M,11.73,754.81,2025.12,,,,24.0,N,N,,,ERP
PRD1188,Product_8254,Electronics,,Living&Co,M1226,White,S,7.36,,,SUP121,2024-08-02,invalid_date,36.0,N,,,2025-07-21 00:00:00,
PRD1094,Product_8255,Home,Premium,,,Red,L,,1402.24,2449.41,,invalid_date,2024-10-09,36.0,Y,,2024-02-25,invalid_ts,
PRD1040,,,Premium,Other,,White,S,,,,SUP48,invalid_date,,12.0,,,,invalid_ts,
PRD1150,Product_8257,Home,Large,Living&Co,,,S,6.04,1112.96,705.66,SUP175,,,12.0,Y,Y,2024-03-08,2024-04-21 00:00:00,
PRD1012,Product_8258,Kitchen,Small,Other,,,,,694.3,339.35,SUP182,invalid_date,,36.0,Y,N,,,ERP
PRD1006,,Home,,,M4280,Black,,4.97,,,SUP140,,,24.0,N,N,invalid_date,,ERP
PRD1168,,Kitchen,Small,Other,,Black,S,12.49,,1743.48,SUP125,invalid_date,invalid_date,12.0,,,,invalid_ts,
PRD1199,Product_8261,Furniture,Large,Other,M999,,M,,410.89,1246.65,,invalid_date,,24.0,Y,,2024-04-10,2025-10-17 00:00:00,
PRD1014,Product_8262,Electronics,,,,Red,L,10.26,,,,2024-08-20,,36.0,Y,N,,invalid_ts,
PRD1023,Product_8263,Electronics,,Living&Co,M1292,Red,M,19.61,,2397.21,SUP179,invalid_date,,,N,Y,2024-11-09,,ERP
PRD1193,Product_8264,Kitchen,Premium,Living&Co,,Red,S,3.39,1438.97,,SUP144,2024-12-18,invalid_date,24.0,Y,N,,,ERP
PRD1001,Product_8265,,Small,Other,,Red,L,,300.22,638.48,,2024-11-15,invalid_date,24.0,N,Y,invalid_date,2025-10-02 00:00:00,ERP
PRD1126,,,Small,Briscoe,M3029,Black,S,,251.06,2168.89,SUP6,2024-03-22,,,Y,Y,,2024-10-12 00:00:00,
PRD1101,,Home,Large,,,,L,9.15,,,,2025-06-12,invalid_date,12.0,N,Y,,invalid_ts,ERP
PRD1002,Product_8268,Furniture,Premium,Living&Co,,,S,3.09,,,,2024-11-04,,24.0,Y,Y,,invalid_ts,ERP
PRD1078,,Electronics,,Living&Co,,Black,,,57.4,1048.52,SUP174,,,36.0,Y,Y,2025-11-17,,PIM
PRD1045,Product_8270,Furniture,Large,Living&Co,,Red,L,,703.92,,,,invalid_date,12.0,,,invalid_date,invalid_ts,
PRD1053,,,Large,,,White,,9.58,218.64,,SUP166,,invalid_date,,N,N,,invalid_ts,PIM
PRD1037,,Kitchen,Premium,Briscoe,M1989,White,,16.62,,,,2024-08-30,2025-01-31,24.0,,N,invalid_date,2025-08-31 00:00:00,
PRD1096,Product_8273,Furniture,Small,Living&Co,,,L,,,1163.85,,2024-03-24,2025-07-13,,N,,2025-01-17,,ERP
PRD1054,,,,,,,M,,,,,,invalid_date,,Y,Y,2024-01-21,invalid_ts,PIM
PRD1064,Product_8275,Electronics,Premium,,,,L,,,2423.93,,2025-11-19,,,N,,,2024-08-18 00:00:00,ERP
PRD1024,Product_8276,,,Briscoe,M150,Black,L,10.25,268.02,1380.66,,invalid_date,invalid_date,36.0,,,invalid_date,2025-09-24 00:00:00,PIM
PRD1023,Product_8277,,Large,,M2694,Red,,4.08,,2440.47,,invalid_date,2024-03-07,12.0,Y,N,2024-03-10,invalid_ts,PIM
PRD1031,Product_8278,,Premium,Living&Co,M4719,,L,,,,,,2024-11-20,36.0,Y,Y,,invalid_ts,
PRD1064,Product_8279,Home,,Other,,Black,,,588.34,2783.51,SUP163,2025-06-27,invalid_date,12.0,Y,N,,invalid_ts,
PRD1158,Product_8280,,Premium,Other,M3832,Black,L,,1015.14,,,,invalid_date,12.0,Y,Y,invalid_date,invalid_ts,ERP
PRD1025,,Kitchen,,Briscoe,M3933,White,,18.89,1389.77,,SUP162,2025-08-16,2025-11-15,,Y,N,,,PIM
PRD1069,,Home,Premium,Briscoe,M3337,White,M,13.36,,,,,invalid_date,24.0,N,N,invalid_date,2025-10-22 00:00:00,
PRD1161,Product_8283,Electronics,Large,Living&Co,,White,,4.45,,,SUP181,invalid_date,invalid_date,24.0,N,N,2025-05-12,invalid_ts,ERP
PRD1144,Product_8284,Kitchen,Premium,Briscoe,,Black,S,,505.68,,,2024-07-13,2025-08-21,24.0,Y,,2025-08-20,2024-12-20 00:00:00,ERP
PRD1100,,Furniture,Premium,Living&Co,M2238,Red,L,,176.24,369.94,,invalid_date,invalid_date,24.0,N,,,,PIM
PRD1072,,Home,Small,Other,M4083,Black,M,18.77,1174.11,208.6,,,2024-01-26,24.0,N,,invalid_date,,ERP
PRD1121,Product_8287,Kitchen,Small,Briscoe,M3907,Black,L,8.95,717.36,2939.71,SUP18,invalid_date,invalid_date,24.0,N,N,invalid_date,2025-09-07 00:00:00,
PRD1079,Product_8288,,Premium,Living&Co,M48,Black,,10.2,,2439.32,,,,12.0,N,N,2024-11-14,invalid_ts,ERP
PRD1072,,Kitchen,,,M4330,White,M,15.89,,,,,invalid_date,36.0,Y,Y,2025-10-04,2025-06-07 00:00:00,ERP
PRD1053,,,Premium,Other,,Black,L,,,2566.61,SUP60,invalid_date,,12.0,N,Y,invalid_date,invalid_ts,
PRD1009,Product_8291,Furniture,Premium,,M1280,White,L,4.16,,105.96,SUP161,invalid_date,2024-10-23,,N,N,2024-08-28,invalid_ts,
PRD1013,Product_8292,Kitchen,,,M1716,White,L,,,,SUP93,2024-07-22,invalid_date,36.0,,Y,2025-06-07,invalid_ts,PIM
PRD1121,Product_8293,Kitchen,,,M3563,Red,,,,1578.12,SUP158,,invalid_date,24.0,,N,2025-10-13,,ERP
PRD1127,,Kitchen,Premium,Living&Co,,White,S,,,2152.32,,invalid_date,2025-08-26,,,N,invalid_date,2024-06-08 00:00:00,
PRD1142,Product_8295,Electronics,,Other,,,L,,305.85,921.53,SUP111,,2025-01-04,12.0,,,,,PIM
PRD1001,Product_8296,Electronics,,Other,M1447,,L,7.09,1109.62,2831.24,,invalid_date,invalid_date,12.0,,Y,2024-07-29,2024-04-18 00:00:00,ERP
PRD1030,,Furniture,Premium,Living&Co,,,S,,,,,invalid_date,2024-01-16,24.0,Y,N,,2025-05-20 00:00:00,PIM
PRD1174,Product_8298,Home,Large,Other,M2512,White,S,8.47,,582.09,SUP99,invalid_date,,,N,Y,invalid_date,invalid_ts,PIM
PRD1066,,,Large,Other,M3035,Black,,4.99,183.07,1540.86,SUP44,2025-04-17,,12.0,,N,,,PIM
PRD1062,,Home,Large,Living&Co,,Black,S,9.19,93.34,793.78,SUP11,invalid_date,2025-08-29,24.0,N,,invalid_date,invalid_ts,PIM
PRD1091,,Electronics,,,,Red,L,2.04,220.37,131.23,SUP23,2024-09-10,,12.0,,Y,invalid_date,,ERP
PRD1040,Product_8302,Electronics,Premium,Other,M2421,Red,M,3.79,1189.5,943.03,SUP49,invalid_date,,36.0,N,Y,,2025-03-26 00:00:00,PIM
PRD1046,Product_8303,Home,Premium,Briscoe,,Red,S,6.74,,,SUP108,,,36.0,,,,2024-06-04 00:00:00,ERP
PRD1061,,Electronics,Premium,,M1476,White,,,629.59,2205.92,,,invalid_date,36.0,,Y,invalid_date,2024-03-08 00:00:00,
PRD1063,Product_8305,Furniture,,Briscoe,M4785,Red,M,,,242.05,,invalid_date,2025-09-05,12.0,Y,,2024-05-08,,
PRD1013,,,Large,,M3051,Black,M,9.13,1142.55,,SUP13,,,12.0,Y,,,,PIM
PRD1150,Product_8307,,Large,,,Red,S,10.76,,,SUP95,invalid_date,2024-08-16,,Y,Y,invalid_date,,ERP
PRD1140,,Electronics,Large,Briscoe,M1522,Black,L,5.09,,,,2025-05-26,,12.0,Y,Y,invalid_date,2024-08-26 00:00:00,PIM
PRD1022,,Electronics,,Other,,Black,M,13.71,466.22,,,invalid_date,,12.0,Y,Y,invalid_date,2024-09-02 00:00:00,ERP
PRD1078,Product_8310,,Premium,Other,,,,16.66,1419.09,,SUP110,,2024-08-11,36.0,Y,N,,2025-05-13 00:00:00,
PRD1166,,Electronics,Large,Briscoe,,Red,L,4.1,,,,2024-05-01,invalid_date,12.0,Y,N,,invalid_ts,
PRD1046,Product_8312,Electronics,,Living&Co,M3789,Red,L,11.23,101.48,1024.8,SUP86,,invalid_date,,N,Y,invalid_date,invalid_ts,PIM
PRD1142,,Home,,,,,S,,,2765.74,SUP91,,2024-04-10,12.0,,Y,2024-12-18,2025-01-17 00:00:00,
PRD1164,Product_8314,Home,Small,Other,,,M,,382.92,2884.93,SUP53,invalid_date,invalid_date,,N,,2025-03-20,2024-09-13 00:00:00,
PRD1169,,,Large,,,,M,1.72,673.35,548.25,SUP170,,invalid_date,,N,N,,,PIM
PRD1047,,,Large,Briscoe,,Black,S,,,694.63,,invalid_date,,12.0,N,N,,2024-04-14 00:00:00,ERP
PRD1121,Product_8317,Electronics,Large,Briscoe,,Black,L,16.37,,,,2025-08-31,2025-09-23,24.0,N,Y,invalid_date,,
PRD1184,Product_8318,,Large,Living&Co,M1471,Red,S,,1241.42,2617.63,,2025-04-05,,,Y,,invalid_date,2024-03-10 00:00:00,
PRD1131,,,,Briscoe,M367,White,L,17.4,,708.51,,2025-06-10,2024-06-27,24.0,N,Y,,,PIM
PRD1163,Product_8320,Kitchen,,Briscoe,M3620,,M,,984.86,1554.47,,2025-07-09,invalid_date,24.0,Y,N,2024-02-02,2025-10-14 00:00:00,PIM
PRD1092,Product_8321,,,Living&Co,M707,,M,,,,SUP185,2024-09-29,invalid_date,12.0,N,Y,invalid_date,invalid_ts,
PRD1006,Product_8322,Electronics,Premium,Briscoe,M2645,Red,,18.25,700.82,2507.42,,2025-11-06,2024-08-24,24.0,Y,Y,2024-10-06,invalid_ts,
PRD1041,,Furniture,Premium,,,Red,L,2.3,,,,2024-10-08,,24.0,Y,N,,2024-10-07 00:00:00,PIM
PRD1063,,Furniture,Premium,Living&Co,M1484,Black,M,2.73,,,,,invalid_date,12.0,N,,invalid_date,invalid_ts,PIM
PRD1171,,Furniture,,Other,M691,White,M,12.07,,,,invalid_date,,24.0,,Y,2025-07-20,2025-01-03 00:00:00,
PRD1158,Product_8326,Home,Small,Other,M2930,White,L,9.9,557.39,,SUP111,,2024-07-02,12.0,N,,2025-02-05,invalid_ts,PIM
PRD1020,,Furniture,Small,Living&Co,,,,,,,,invalid_date,,36.0,,Y,,2024-03-31 00:00:00,ERP
PRD1148,Product_8328,Home,Large,,M619,White,M,6.3,,2731.3,,2024-12-20,invalid_date,24.0,Y,N,,invalid_ts,ERP
PRD1110,Product_8329,Kitchen,Large,Briscoe,M2920,Red,M,,,344.54,,2024-05-05,invalid_date,24.0,,,,,ERP
PRD1021,Product_8330,Kitchen,Small,Living&Co,M1055,White,,,272.07,1568.19,,invalid_date,,24.0,,Y,invalid_date,invalid_ts,ERP
PRD1067,,Electronics,Small,Living&Co,M643,Red,,16.53,,399.82,SUP83,,2024-07-29,24.0,N,N,invalid_date,invalid_ts,
PRD1149,Product_8332,Home,Large,Other,M4881,White,,,1265.04,2346.47,,invalid_date,2025-02-15,,N,N,invalid_date,2024-11-09 00:00:00,
PRD1080,Product_8333,Furniture,Large,Living&Co,,,,,,,,invalid_date,,24.0,N,,2024-05-20,,ERP
PRD1188,,,Premium,,,Black,S,,204.42,1039.38,SUP152,2024-05-27,,36.0,Y,,,,PIM
PRD1107,,,Premium,,M3756,Red,M,,1112.27,,SUP189,invalid_date,invalid_date,12.0,Y,Y,invalid_date,invalid_ts,PIM
PRD1008,,Electronics,,,,Red,L,2.91,1196.64,,SUP198,2024-01-13,invalid_date,12.0,N,,2024-09-07,invalid_ts,PIM
PRD1056,Product_8337,Kitchen,Premium,,M2192,,,,,1585.01,,2025-11-03,invalid_date,,,N,,,
PRD1013,,Home,Premium,Briscoe,,White,L,4.85,,,SUP92,2025-10-13,2024-06-21,36.0,N,,invalid_date,2024-04-01 00:00:00,PIM
PRD1110,,Furniture,Small,Living&Co,M3584,Black,,10.37,,,SUP16,,,36.0,,Y,,,ERP
PRD1191,,,Small,Briscoe,M4832,White,S,,425.65,,SUP13,invalid_date,invalid_date,12.0,Y,,2025-10-11,,ERP
PRD1111,,Home,Large,Briscoe,,Red,S,,1162.5,,,invalid_date,invalid_date,36.0,N,,2025-05-12,invalid_ts,ERP
PRD1073,,,Premium,,M3373,White,M,,,,,invalid_date,invalid_date,24.0,N,N,invalid_date,,
PRD1077,Product_8343,Electronics,Large,,,,M,,1113.97,,SUP169,,invalid_date,36.0,,,,invalid_ts,
PRD1017,,Home,Premium,Living&Co,M1237,,,19.38,1092.79,2302.24,SUP33,,,36.0,,Y,invalid_date,invalid_ts,PIM
PRD1160,,Furniture,Premium,Other,,White,S,10.43,,2321.57,SUP41,,2024-05-14,,Y,N,2024-11-09,invalid_ts,PIM
PRD1024,,Home,,Briscoe,M1329,Black,L,1.07,917.46,,SUP200,,invalid_date,12.0,,N,invalid_date,invalid_ts,PIM
PRD1134,,,Premium,,,Black,M,7.93,642.98,,SUP145,invalid_date,,12.0,,Y,,invalid_ts,
PRD1032,Product_8348,Kitchen,Large,Living&Co,,Red,L,,1170.25,158.23,SUP118,invalid_date,invalid_date,24.0,Y,Y,2024-03-30,invalid_ts,
PRD1082,,,Premium,Briscoe,,,,,,2529.54,SUP59,,,,,,,2025-01-11 00:00:00,ERP
PRD1035,Product_8350,,Premium,Briscoe,M1701,Red,S,14.97,569.04,604.64,SUP98,2024-02-25,2024-05-03,24.0,N,Y,2024-11-24,invalid_ts,PIM
PRD1168,,Home,Small,Living&Co,,,M,7.9,929.28,,SUP170,,invalid_date,12.0,,Y,2025-03-28,2024-01-14 00:00:00,
PRD1036,,Kitchen,Small,Living&Co,M3171,,S,17.42,433.11,2473.3,SUP124,2024-09-14,2025-07-02,12.0,,,invalid_date,2025-06-14 00:00:00,PIM
PRD1069,,Furniture,Small,Other,,White,M,20.0,1139.32,1658.45,,,invalid_date,,N,,invalid_date,invalid_ts,ERP
PRD1103,,Home,Large,,M1977,Red,,3.0,274.25,,,2025-01-14,,,,Y,,invalid_ts,PIM
PRD1024,Product_8355,Kitchen,Large,Briscoe,M2383,Red,S,10.14,,,SUP77,,2024-02-05,12.0,N,N,invalid_date,2025-04-24 00:00:00,
PRD1044,Product_8356,Furniture,Small,Other,,Red,S,8.19,,,SUP163,invalid_date,2024-04-22,12.0,,,,2024-02-29 00:00:00,
PRD1148,Product_8357,Furniture,Small,Briscoe,,,,18.6,72.69,588.24,,,,36.0,N,Y,invalid_date,invalid_ts,
PRD1014,Product_8358,Furniture,,Other,,,,,386.65,1352.17,SUP39,,2024-10-26,12.0,N,Y,,2024-05-19 00:00:00,PIM
PRD1073,,,,Living&Co,,Red,,11.45,1348.56,,,,2025-06-21,12.0,Y,N,invalid_date,2025-04-19 00:00:00,
PRD1180,,Electronics,Premium,Living&Co,M2772,,M,11.53,564.53,1583.88,SUP133,invalid_date,invalid_date,,,Y,,,ERP
PRD1194,,Kitchen,Premium,,M4192,Red,M,7.31,,2230.16,SUP49,,invalid_date,36.0,,N,2025-01-11,invalid_ts,
PRD1187,Product_8362,Electronics,Premium,,M2377,Red,M,15.9,,2941.94,SUP9,,2025-06-14,12.0,Y,Y,2025-11-10,,
PRD1005,,Home,Premium,Living&Co,,Red,M,,1321.09,,SUP109,2025-10-14,invalid_date,36.0,N,N,2024-07-18,,
PRD1161,Product_8364,Electronics,Premium,,M723,Red,L,5.29,662.91,2391.66,SUP14,,2024-02-27,24.0,,N,,invalid_ts,
PRD1189,,,Premium,Briscoe,M3895,White,L,1.72,,437.31,SUP107,invalid_date,invalid_date,36.0,,Y,2025-05-05,2025-06-11 00:00:00,
PRD1056,Product_8366,Kitchen,Small,,M4230,White,M,,1251.57,,,,,12.0,,Y,invalid_date,,ERP
PRD1190,Product_8367,Electronics,Premium,,M4421,,S,3.11,1450.53,,,invalid_date,invalid_date,36.0,,,,2025-09-04 00:00:00,ERP
PRD1189,Product_8368,Electronics,Small,Living&Co,M4172,White,S,18.47,,2867.04,,invalid_date,2025-03-15,36.0,,,2025-07-27,,
PRD1194,,Furniture,Premium,Briscoe,M791,Red,M,7.68,1290.43,310.8,,2024-04-08,2024-10-11,12.0,Y,,,2025-05-23 00:00:00,
PRD1069,Product_8370,Electronics,,Living&Co,M2401,Black,,,574.58,230.34,,,invalid_date,36.0,Y,,invalid_date,,
PRD1150,Product_8371,,Small,,,White,S,,144.19,,,,invalid_date,,N,Y,,2024-06-28 00:00:00,
PRD1025,Product_8372,Electronics,Small,Briscoe,,Red,S,17.32,,,SUP79,2025-06-19,,12.0,N,N,2024-01-31,2025-04-16 00:00:00,PIM
PRD1144,,,Premium,Other,M1488,Black,S,4.27,,174.98,,,,24.0,N,,,2024-02-29 00:00:00,PIM
PRD1044,,,Premium,Briscoe,,,,,778.92,1192.6,SUP155,2024-08-07,2024-09-05,,Y,Y,invalid_date,2025-09-24 00:00:00,ERP
PRD1163,,Furniture,Large,Briscoe,,Black,L,8.51,,1983.46,,invalid_date,invalid_date,,N,,2024-09-05,,
PRD1135,Product_8376,Home,Large,Living&Co,M4111,,L,1.67,,,,,,12.0,Y,N,2025-11-03,invalid_ts,ERP
PRD1117,,Furniture,Premium,Briscoe,M259,Black,M,7.02,,,SUP102,,invalid_date,,,Y,,invalid_ts,
PRD1111,Product_8378,Kitchen,Premium,,,Black,L,8.53,,2807.47,SUP94,invalid_date,,24.0,Y,N,2025-11-14,2025-08-14 00:00:00,ERP
PRD1094,,Home,Premium,Living&Co,M1338,White,S,16.96,,,,2025-01-01,2024-05-07,24.0,,,,,ERP
PRD1095,,Electronics,Premium,Other,M540,Red,,5.73,986.56,,,invalid_date,,24.0,,,invalid_date,invalid_ts,ERP
PRD1117,,Furniture,Small,Briscoe,,White,L,8.59,,1257.07,,2025-02-21,invalid_date,36.0,,Y,,invalid_ts,
PRD1078,Product_8382,Kitchen,Premium,Briscoe,,Red,L,1.3,57.01,1140.43,SUP37,2025-04-10,invalid_date,,N,N,,2025-04-14 00:00:00,ERP
PRD1010,,,,Briscoe,M3615,Red,,13.29,,,,invalid_date,invalid_date,36.0,Y,Y,,2025-10-28 00:00:00,PIM
PRD1119,Product_8384,Kitchen,Premium,Briscoe,,Black,L,9.87,,2521.46,,,invalid_date,12.0,,,,,
PRD1120,Product_8385,Furniture,Small,Living&Co,M306,,,8.61,140.66,,,2024-01-28,2025-03-16,12.0,N,Y,2024-11-03,2025-03-03 00:00:00,PIM
PRD1080,,Furniture,Premium,Living&Co,,,,11.9,,,,,,24.0,N,,,invalid_ts,PIM
PRD1133,,Kitchen,Premium,Other,M927,White,M,,312.26,757.6,,,2025-11-02,24.0,N,Y,invalid_date,2024-06-27 00:00:00,PIM
PRD1147,Product_8388,Electronics,,,,Black,,10.41,1474.35,1664.38,SUP126,2024-04-22,,12.0,N,Y,2025-04-17,2025-08-02 00:00:00,PIM
PRD1136,Product_8389,Home,Small,Briscoe,,Black,S,5.88,1471.14,314.14,SUP49,invalid_date,2024-02-11,24.0,N,,2024-11-14,,
PRD1110,Product_8390,Furniture,Premium,,M4607,Black,L,,,,SUP198,,,36.0,,Y,invalid_date,2025-07-07 00:00:00,PIM
PRD1010,,Kitchen,Large,Living&Co,M3765,White,L,5.1,682.38,2179.65,SUP59,invalid_date,2025-04-05,,N,Y,2025-11-18,invalid_ts,
PRD1190,Product_8392,Furniture,Small,,,,L,,,,SUP144,,invalid_date,36.0,N,N,invalid_date,2024-11-08 00:00:00,
PRD1068,Product_8393,Furniture,Small,Living&Co,,Black,S,,808.0,,,invalid_date,invalid_date,12.0,N,Y,2024-08-22,,PIM
PRD1126,Product_8394,,Large,,M4322,White,,9.51,710.8,,,2024-01-03,2024-10-26,12.0,,Y,,invalid_ts,
PRD1131,Product_8395,Kitchen,Large,Other,,Black,S,4.83,,2628.23,SUP112,invalid_date,,24.0,Y,,,invalid_ts,ERP
PRD1001,,Kitchen,Small,Briscoe,M2886,Red,S,,,,SUP64,2025-05-16,,24.0,Y,N,invalid_date,invalid_ts,PIM
PRD1027,Product_8397,,,Living&Co,,Black,L,9.49,,,SUP52,2025-11-22,invalid_date,36.0,N,Y,2025-05-05,invalid_ts,ERP
PRD1181,Product_8398,Home,,Other,M2402,Black,S,,,1875.93,SUP123,invalid_date,,,Y,N,invalid_date,2025-03-16 00:00:00,PIM
PRD1174,,Furniture,,Living&Co,,White,L,4.81,334.15,,SUP137,2025-02-02,,,,,invalid_date,invalid_ts,PIM
PRD1039,Product_8400,Electronics,Small,Living&Co,,White,S,,90.27,,SUP107,2025-10-08,invalid_date,24.0,,,2024-11-15,invalid_ts,PIM
PRD1072,,,Premium,,,,L,,564.66,714.41,,2025-03-20,2024-05-18,36.0,Y,Y,,2025-02-11 00:00:00,
PRD1183,,,,,M4096,,L,,1428.37,,,2025-09-25,2024-06-11,12.0,Y,,2025-01-20,,
PRD1031,Product_8403,Furniture,,Living&Co,,,S,,,2439.45,SUP118,invalid_date,2025-03-21,12.0,N,N,2025-03-07,2025-05-29 00:00:00,ERP
PRD1170,,Electronics,,Briscoe,M620,White,M,,1290.19,,,,invalid_date,12.0,,N,2025-01-21,2024-12-20 00:00:00,
PRD1041,,,Premium,Living&Co,M458,,S,,1090.49,,SUP23,invalid_date,,36.0,N,Y,,invalid_ts,
PRD1148,Product_8406,Furniture,,Living&Co,M3781,White,L,13.39,,,,invalid_date,invalid_date,12.0,Y,,2025-03-10,2025-11-13 00:00:00,
PRD1088,,Kitchen,Small,Briscoe,M4669,White,L,5.91,,,,2025-09-22,,36.0,,Y,invalid_date,,PIM
PRD1069,,Electronics,Large,,M4406,Red,M,6.07,,198.23,SUP18,,invalid_date,24.0,Y,N,,,ERP
PRD1013,Product_8409,Furniture,,Other,,Red,S,14.97,,,,2024-10-05,,,,Y,2024-11-06,2025-11-02 00:00:00,
PRD1078,Product_8410,,Premium,,,,,,,,,invalid_date,invalid_date,36.0,Y,N,,,ERP
PRD1147,Product_8411,,Small,Other,M3206,Red,M,12.94,1000.94,1562.32,SUP32,2025-05-27,2025-01-07,24.0,,N,2025-06-08,invalid_ts,PIM
PRD1022,,Home,Premium,Living&Co,,Black,M,12.0,,,SUP122,invalid_date,,36.0,Y,N,invalid_date,invalid_ts,PIM
PRD1141,Product_8413,Electronics,Small,Other,,Black,L,2.29,505.23,,SUP144,invalid_date,,24.0,,N,,2024-03-22 00:00:00,ERP
PRD1200,Product_8414,Home,,Living&Co,M4343,,L,2.1,,,,,,24.0,Y,Y,,2024-10-22 00:00:00,ERP
PRD1010,Product_8415,Kitchen,Premium,Other,M4607,,L,7.5,,2193.3,SUP13,invalid_date,2024-11-29,36.0,,N,2025-08-21,,ERP
PRD1034,,Electronics,Small,Living&Co,,Black,S,7.37,,,,invalid_date,2024-07-12,,,Y,invalid_date,,
PRD1036,Product_8417,Home,Large,Living&Co,M1760,Red,L,,,2730.76,,2024-01-28,2024-05-18,12.0,Y,,invalid_date,2024-07-31 00:00:00,
PRD1023,,Electronics,Large,,,,M,,1290.57,510.45,SUP106,invalid_date,2024-03-05,24.0,N,Y,2025-09-07,,ERP
PRD1162,Product_8419,Kitchen,,Living&Co,,White,S,13.78,,448.76,SUP122,,invalid_date,36.0,N,N,2025-10-08,,PIM
PRD1057,Product_8420,Furniture,Large,,M3263,Black,M,14.31,1118.99,,,,,,Y,,,invalid_ts,PIM
PRD1036,Product_8421,Home,,Living&Co,M336,White,,5.98,1391.06,,,invalid_date,,24.0,Y,N,invalid_date,2024-11-20 00:00:00,
PRD1074,,Home,Large,,,White,L,5.33,,2825.04,SUP28,2024-06-23,,,,N,invalid_date,2024-12-29 00:00:00,ERP
PRD1097,,Kitchen,,,,,,15.14,867.24,,,,2025-04-30,,,,2025-11-15,2025-09-29 00:00:00,PIM
PRD1064,,,Small,Other,,,M,8.15,,,SUP190,2025-09-20,,,Y,Y,,invalid_ts,ERP
