transaction_id,store_id,terminal_id,product_id,quantity,unit_price,discount,tax,payment_type,currency,promo_code,cashier_id,is_return,return_reason,channel,gross_amount,net_amount,transaction_ts,load_date,source_system
TXN005917,,T6,PRD1066,-2.0,,,,UPI,AUD,,EMP230,N,,ONLINE,,3123.45,,,POS
TXN006790,,,,2.0,,157.72,,WALLET,AUD,,EMP261,N,,ONLINE,,2640.01,2024-05-06 00:00:00,2024-11-23,OMS
TXN002534,,,PRD1072,,1077.65,,,CASH,NZD,,,N,CANCELLED,STORE,2498.85,2548.74,,invalid_date,
TXN002622,,,PRD1068,,1790.94,,,CASH,AUD,,EMP103,Y,CANCELLED,,,4733.75,invalid_ts,invalid_date,
TXN005878,,T3,PRD1047,-2.0,,,,,,SALE10,EMP294,,,STORE,1441.45,,2025-10-17 00:00:00,invalid_date,POS
TXN004062,,T6,PRD1073,4.0,,,,CASH,NZD,,,,CANCELLED,ONLINE,,3366.49,2025-01-05 00:00:00,,
TXN003489,STR001,,PRD1061,-2.0,1124.46,30.6,,,,SALE10,EMP404,N,,ONLINE,,,invalid_ts,2024-09-02,POS
TXN005421,,,,-2.0,1393.22,,,WALLET,AUD,DISC20,EMP163,N,,ONLINE,535.06,243.16,2025-08-02 00:00:00,2024-09-10,OMS
TXN002103,STR018,T6,PRD1153,-2.0,2254.23,,,CARD,AUD,,,N,,STORE,,,2024-06-24 00:00:00,invalid_date,
TXN001699,,,,,810.17,,,WALLET,,,,N,,,2455.87,1379.9,,,POS
TXN007883,STR021,,,,1743.97,,55.44,CARD,AUD,DISC20,EMP433,Y,CANCELLED,,,329.99,2024-02-06 00:00:00,,
TXN007453,STR022,,,2.0,,267.12,126.78,,AUD,SALE10,,N,CANCELLED,STORE,,2903.33,,,OMS
TXN006242,,,PRD1004,,,,284.24,CASH,AUD,DISC20,EMP340,,CANCELLED,STORE,,2665.01,invalid_ts,2024-10-30,POS
TXN000499,STR009,,,5.0,,,156.25,,AUD,SALE10,EMP112,Y,CANCELLED,ONLINE,3096.18,2218.25,invalid_ts,invalid_date,POS
TXN006420,,T3,PRD1097,-2.0,1187.91,,50.59,CASH,NZD,DISC20,EMP413,N,CANCELLED,,4420.89,,2024-11-26 00:00:00,,
TXN001178,,,,,2724.65,,155.29,WALLET,NZD,,,,DAMAGED,,,,2025-06-07 00:00:00,,
TXN007219,STR017,,PRD1177,-2.0,,298.81,,CASH,NZD,SALE10,EMP8,N,CANCELLED,ONLINE,,379.18,2025-01-20 00:00:00,invalid_date,OMS
TXN001727,,T6,,,,177.35,,CARD,NZD,SALE10,,N,,STORE,1850.03,3142.85,,,OMS
TXN005912,STR004,T1,PRD1043,,334.68,,138.99,,AUD,DISC20,EMP384,N,DAMAGED,STORE,,,2024-06-29 00:00:00,2024-03-02,OMS
TXN006521,,,PRD1064,,1972.99,173.37,,CASH,NZD,DISC20,EMP442,N,DAMAGED,STORE,3812.93,,invalid_ts,2024-02-27,POS
TXN002325,,T1,PRD1057,5.0,2011.72,,,,,,,Y,DAMAGED,,,,2024-10-16 00:00:00,2025-11-12,OMS
TXN003259,STR010,,PRD1130,-2.0,2770.31,,,,,DISC20,,Y,DAMAGED,,3393.06,,2024-06-30 00:00:00,,
TXN001532,,T5,PRD1145,-2.0,,1.26,,UPI,NZD,,EMP481,Y,DAMAGED,,971.65,,,,OMS
TXN004322,STR025,,,3.0,,72.76,101.38,UPI,NZD,SALE10,,N,CANCELLED,,,,2025-03-23 00:00:00,2024-12-09,
TXN002630,STR008,,PRD1182,2.0,746.08,165.45,243.92,WALLET,,DISC20,EMP339,N,,,1138.12,3161.94,,,
TXN001352,,T3,,1.0,1752.98,277.94,237.32,WALLET,,DISC20,EMP245,Y,,ONLINE,1275.9,4777.05,invalid_ts,2024-05-28,POS
TXN001793,,,,,,60.65,,UPI,AUD,,,N,,ONLINE,,2912.07,2024-05-15 00:00:00,,OMS
TXN006456,,,PRD1135,,229.74,50.82,,WALLET,NZD,SALE10,,,CANCELLED,ONLINE,824.1,2357.67,invalid_ts,,OMS
TXN005548,,,,,,,,WALLET,NZD,,,N,DAMAGED,,,1213.47,invalid_ts,,
TXN002321,STR009,T6,PRD1073,,,,,CASH,NZD,,,,,STORE,2573.63,,,2024-02-22,
TXN003674,,,PRD1199,-2.0,1093.66,51.99,89.56,UPI,AUD,SALE10,EMP351,N,CANCELLED,ONLINE,,,2024-02-15 00:00:00,,POS
TXN003163,,T1,,4.0,1834.01,,,UPI,,,,,CANCELLED,STORE,,1099.17,invalid_ts,invalid_date,POS
TXN001408,STR002,T4,PRD1128,-2.0,,,267.61,WALLET,NZD,,,,,ONLINE,3070.79,,invalid_ts,2025-06-01,OMS
TXN005304,STR019,T6,,1.0,2246.77,,204.2,UPI,NZD,,,,CANCELLED,ONLINE,,,2024-02-24 00:00:00,invalid_date,OMS
TXN003815,STR016,,,1.0,421.12,112.54,,,,DISC20,,,,ONLINE,,1005.33,invalid_ts,2024-09-06,
TXN002936,,,,-2.0,,281.05,,CARD,AUD,SALE10,EMP53,,CANCELLED,STORE,,,invalid_ts,invalid_date,OMS
TXN002928,,T4,,-2.0,,230.84,,,,DISC20,,Y,CANCELLED,STORE,3766.0,,2024-12-07 00:00:00,invalid_date,OMS
TXN004851,,,,4.0,2903.73,190.49,,CARD,NZD,DISC20,EMP367,,,STORE,1205.23,1224.44,invalid_ts,2025-10-14,POS
TXN006386,,,PRD1022,,,197.2,,UPI,NZD,SALE10,,,DAMAGED,ONLINE,,1951.96,,invalid_date,OMS
TXN001352,,T6,,5.0,,187.39,,CASH,NZD,,,,,,3498.34,,2025-04-12 00:00:00,,
TXN006556,STR006,T3,PRD1034,,514.37,,24.77,CARD,AUD,DISC20,,Y,DAMAGED,,3985.52,,,invalid_date,POS
TXN002034,,T3,,3.0,2948.38,,131.42,CASH,,SALE10,,Y,,STORE,,,,,OMS
TXN002434,STR029,,,-2.0,847.9,,,CARD,AUD,DISC20,EMP225,,,,,3921.3,,,POS
TXN000769,STR005,T2,,-2.0,174.05,115.27,77.66,,,SALE10,,,,STORE,3627.26,,2024-11-06 00:00:00,2025-05-29,OMS
TXN004166,,T6,,,,119.53,,WALLET,,DISC20,EMP169,Y,CANCELLED,ONLINE,,,,2024-04-22,
TXN000109,,T3,PRD1082,1.0,,,121.71,CARD,AUD,SALE10,,Y,,ONLINE,1711.2,,,,
TXN002941,STR027,T4,,2.0,855.57,84.1,32.54,,,DISC20,,,DAMAGED,ONLINE,,4513.49,invalid_ts,,
TXN005080,,,,1.0,2967.68,,217.97,WALLET,NZD,,,N,CANCELLED,ONLINE,1502.4,,,,POS
TXN001285,STR026,,,5.0,2762.21,,201.49,WALLET,,,EMP183,,DAMAGED,STORE,947.58,4213.22,invalid_ts,,OMS
TXN001383,STR016,T2,,-2.0,,114.13,107.44,,,SALE10,EMP317,Y,CANCELLED,,4148.78,,invalid_ts,,
TXN000415,,,,-2.0,2386.51,183.66,133.08,UPI,AUD,SALE10,EMP292,Y,CANCELLED,,,,,invalid_date,POS
TXN001996,,,PRD1115,-2.0,,,163.48,CASH,,DISC20,EMP204,,DAMAGED,STORE,,,invalid_ts,,OMS
TXN001926,,T2,PRD1133,5.0,,78.22,188.55,WALLET,,SALE10,EMP51,N,,ONLINE,,,2024-04-27 00:00:00,2024-06-17,OMS
TXN004006,STR028,T3,,1.0,,,,UPI,AUD,,,Y,DAMAGED,STORE,,,,,POS
TXN001208,STR028,,,5.0,121.93,,,CASH,AUD,DISC20,,Y,DAMAGED,STORE,,1795.8,,,
TXN000763,STR006,T5,,,,28.79,,CASH,NZD,,EMP336,Y,CANCELLED,,2409.46,,invalid_ts,,
TXN007986,STR009,,PRD1116,5.0,,257.69,,CASH,NZD,DISC20,EMP83,N,,ONLINE,3235.41,,,,OMS
TXN005221,STR009,,PRD1092,,2752.18,119.27,41.86,CASH,AUD,,,N,DAMAGED,STORE,2477.67,,invalid_ts,invalid_date,
TXN004853,,,PRD1160,-2.0,2997.29,254.66,,CARD,NZD,DISC20,EMP33,,,STORE,1008.66,,2025-03-23 00:00:00,2024-07-04,
TXN006982,STR007,,PRD1141,2.0,414.73,,79.07,UPI,AUD,SALE10,EMP419,Y,DAMAGED,,267.86,4686.49,invalid_ts,,OMS
TXN007147,STR028,T4,,,278.88,,55.37,CARD,AUD,DISC20,EMP353,,DAMAGED,,,165.37,invalid_ts,,
TXN004922,,T4,,-2.0,2685.68,,58.52,WALLET,NZD,SALE10,,N,DAMAGED,ONLINE,,,,invalid_date,POS
TXN001690,STR024,,PRD1006,-2.0,,190.08,227.77,UPI,AUD,DISC20,EMP243,N,DAMAGED,,,4381.42,,,OMS
TXN002067,STR030,,,-2.0,,,251.42,UPI,,DISC20,,N,CANCELLED,STORE,428.07,,invalid_ts,2025-11-18,
TXN000555,,T3,,3.0,1187.41,,28.14,CARD,,SALE10,,N,,ONLINE,2609.57,2298.81,invalid_ts,invalid_date,
TXN001211,STR020,,,-2.0,2521.55,,196.13,CARD,AUD,SALE10,,,CANCELLED,,1670.65,2539.83,2025-08-17 00:00:00,2024-10-14,OMS
TXN006312,,,PRD1077,-2.0,1120.27,,99.87,CARD,AUD,DISC20,,Y,,ONLINE,950.41,679.08,invalid_ts,invalid_date,
TXN003470,STR017,T6,,,,,,,NZD,SALE10,EMP92,Y,,,,,invalid_ts,2024-11-03,
TXN007899,,,PRD1146,3.0,1127.24,,103.13,CASH,,,,,,ONLINE,,2738.34,2025-05-01 00:00:00,invalid_date,
TXN005929,STR029,T2,PRD1176,-2.0,,280.05,282.31,WALLET,NZD,DISC20,EMP137,,DAMAGED,ONLINE,,4067.1,2025-01-14 00:00:00,invalid_date,OMS
TXN000897,STR017,T1,,,486.93,239.97,,UPI,NZD,DISC20,,N,DAMAGED,,,,2025-08-13 00:00:00,,
TXN001601,STR005,,PRD1032,-2.0,,50.6,,WALLET,AUD,,,Y,,STORE,3244.55,1002.34,,,POS
TXN007017,STR014,,PRD1151,3.0,,66.13,,UPI,AUD,SALE10,,,,ONLINE,,,invalid_ts,2024-07-02,
TXN002692,STR009,,,,,,288.29,UPI,AUD,DISC20,EMP331,Y,DAMAGED,ONLINE,,,2024-01-11 00:00:00,invalid_date,POS
TXN002732,STR030,,PRD1079,1.0,,239.8,,WALLET,,SALE10,,Y,DAMAGED,STORE,,547.86,,invalid_date,OMS
TXN004049,STR030,T3,,-2.0,,191.67,,CASH,,,,Y,CANCELLED,ONLINE,970.72,125.12,invalid_ts,invalid_date,OMS
TXN004257,STR016,,,,,68.49,118.75,WALLET,AUD,DISC20,,Y,,ONLINE,,2892.98,,2025-05-16,POS
TXN003223,STR017,,PRD1041,-2.0,281.29,,158.5,CARD,AUD,SALE10,EMP357,,DAMAGED,,,,invalid_ts,invalid_date,POS
TXN004433,,,PRD1182,,2146.75,,148.97,UPI,,SALE10,,,DAMAGED,ONLINE,1388.73,2798.27,2025-02-26 00:00:00,,OMS
TXN000020,,T3,,1.0,1549.91,,91.03,WALLET,AUD,SALE10,EMP108,Y,,,,,2025-05-04 00:00:00,,OMS
TXN007204,STR003,T4,,,,227.5,,CARD,,SALE10,,N,CANCELLED,STORE,,2244.65,2025-11-20 00:00:00,,POS
TXN007688,STR006,T3,PRD1185,3.0,1447.92,118.86,77.0,UPI,NZD,,,Y,,ONLINE,,,,,
TXN002325,STR023,,,,340.82,,,WALLET,AUD,DISC20,EMP338,,,,3239.16,,,2025-08-18,
TXN005501,,T2,PRD1048,3.0,,,,CARD,AUD,DISC20,EMP492,Y,DAMAGED,,2483.37,699.13,invalid_ts,2025-08-20,
TXN004435,,T5,PRD1134,2.0,,215.56,41.79,WALLET,NZD,,EMP455,,,ONLINE,,,invalid_ts,2025-09-11,OMS
TXN002115,STR025,T6,PRD1084,5.0,177.26,,,WALLET,,SALE10,EMP3,N,CANCELLED,STORE,1855.95,4024.62,,invalid_date,POS
TXN003746,,,PRD1078,,,280.84,,CARD,,,,,DAMAGED,,4353.95,4883.27,,2024-01-31,
TXN007690,STR028,T1,,5.0,,,174.81,CARD,,DISC20,,Y,DAMAGED,,,4373.54,,,
TXN007187,,,PRD1134,,,,,WALLET,AUD,SALE10,EMP135,Y,,STORE,3513.61,,,2024-04-28,
TXN001229,STR020,T5,,-2.0,,,,WALLET,AUD,SALE10,,,CANCELLED,ONLINE,,,,,
TXN006971,STR003,T3,PRD1090,-2.0,1640.34,,125.94,CARD,AUD,DISC20,EMP441,,,ONLINE,2612.75,3517.87,2025-06-20 00:00:00,2025-07-02,
TXN005381,STR016,,PRD1057,4.0,2693.56,38.58,,UPI,,SALE10,EMP336,Y,DAMAGED,STORE,3269.73,,,,POS
TXN006936,STR011,,,-2.0,694.56,,,,,SALE10,EMP169,,DAMAGED,STORE,1302.48,4254.13,invalid_ts,,
TXN003053,,T3,,1.0,,,,UPI,NZD,,EMP259,Y,,,1125.21,4111.16,invalid_ts,2025-05-15,POS
TXN002123,,T5,PRD1137,,1452.69,23.34,56.78,WALLET,AUD,,EMP143,Y,CANCELLED,ONLINE,,,invalid_ts,invalid_date,OMS
TXN006130,,T5,,5.0,,,141.84,CASH,NZD,SALE10,,Y,CANCELLED,STORE,4124.78,,2025-11-16 00:00:00,2025-11-26,
TXN001798,STR026,T2,PRD1111,-2.0,,280.01,,WALLET,NZD,SALE10,,,,ONLINE,3537.08,,2025-01-12 00:00:00,2025-02-10,POS
TXN002909,STR003,,,,,,,WALLET,,DISC20,EMP217,N,,STORE,,4858.39,2024-04-26 00:00:00,invalid_date,
TXN004309,,T4,,,,198.7,273.68,,AUD,SALE10,EMP383,N,CANCELLED,ONLINE,,,2024-09-07 00:00:00,,
TXN007388,STR026,T5,,3.0,,,,,AUD,SALE10,,Y,CANCELLED,STORE,3207.05,4001.98,,invalid_date,POS
TXN002643,STR014,T3,PRD1173,-2.0,,54.83,,,NZD,SALE10,,Y,,ONLINE,102.71,2077.75,,invalid_date,
TXN006557,,,,,205.44,,179.21,CARD,NZD,,,,CANCELLED,,3132.36,,,,OMS
TXN002446,STR016,T5,PRD1120,5.0,,,,WALLET,,,,Y,,STORE,1676.9,,2025-08-21 00:00:00,invalid_date,OMS
TXN006182,STR011,,PRD1196,2.0,,,167.0,CASH,AUD,,EMP481,N,DAMAGED,ONLINE,4507.45,,invalid_ts,2024-11-18,POS
TXN001283,,T1,PRD1043,5.0,,,,WALLET,NZD,DISC20,EMP88,N,CANCELLED,,,,,2025-06-11,
TXN007969,STR009,,,,1925.39,95.31,,WALLET,NZD,DISC20,,Y,CANCELLED,STORE,,3429.33,,2024-02-26,
TXN002296,,,PRD1166,4.0,,139.31,,CARD,NZD,SALE10,EMP194,,DAMAGED,,806.05,,,,
TXN005281,STR008,T5,PRD1047,,,,248.63,CASH,NZD,,EMP61,Y,,,4896.52,,invalid_ts,,POS
TXN004925,,T3,,5.0,2868.99,232.09,68.33,CARD,,,EMP332,,,ONLINE,2049.13,,invalid_ts,,
TXN003579,STR006,,,-2.0,,,,CASH,NZD,SALE10,EMP420,Y,DAMAGED,STORE,2746.42,1103.03,,invalid_date,POS
TXN003310,STR010,,,-2.0,,230.74,150.01,WALLET,,,EMP403,,CANCELLED,ONLINE,,,invalid_ts,2025-10-31,POS
TXN001042,,T4,PRD1155,2.0,1615.05,153.19,20.24,,,SALE10,EMP67,Y,DAMAGED,STORE,,2248.83,,2025-11-07,POS
TXN000988,,,PRD1110,,1768.57,41.29,,UPI,,SALE10,,,DAMAGED,ONLINE,4141.87,3858.0,2024-09-13 00:00:00,,
TXN006267,STR012,,,-2.0,2738.5,268.67,,WALLET,AUD,,EMP124,N,,STORE,2311.52,,invalid_ts,2025-02-20,OMS
TXN002026,STR027,T3,PRD1097,-2.0,,225.51,213.03,WALLET,,,,,CANCELLED,STORE,,300.94,,invalid_date,
TXN007803,STR024,,,-2.0,,277.24,171.06,UPI,AUD,SALE10,EMP112,,CANCELLED,ONLINE,,3324.22,invalid_ts,2024-07-06,POS
TXN006941,,T4,PRD1151,-2.0,,268.17,,WALLET,AUD,DISC20,,Y,CANCELLED,ONLINE,3148.33,194.27,invalid_ts,2024-02-05,POS
TXN006623,,T5,PRD1093,,196.73,240.71,,UPI,NZD,SALE10,,Y,DAMAGED,STORE,,,invalid_ts,invalid_date,POS
TXN001095,,,PRD1160,-2.0,,,,UPI,NZD,DISC20,EMP473,N,,,,,,2024-09-27,
TXN006989,,T5,PRD1027,3.0,535.85,9.74,231.43,,AUD,,EMP430,,DAMAGED,STORE,,,invalid_ts,2024-07-29,OMS
TXN004097,,T2,PRD1024,,,,,,NZD,,EMP69,,DAMAGED,,2963.05,1235.34,2025-08-06 00:00:00,2024-07-28,POS
TXN006612,STR018,T6,PRD1112,,,17.06,,,,SALE10,EMP8,Y,,ONLINE,,,,invalid_date,OMS
TXN006487,,,,2.0,1970.91,,213.59,UPI,,,,N,,ONLINE,211.09,1606.79,2025-03-27 00:00:00,,POS
TXN007217,STR026,,,3.0,259.97,90.33,77.3,,AUD,DISC20,EMP260,Y,DAMAGED,STORE,1922.07,,,2024-10-30,POS
TXN005909,,T3,PRD1020,-2.0,,72.67,,WALLET,AUD,DISC20,,,DAMAGED,ONLINE,836.49,2333.66,invalid_ts,,OMS
TXN005303,,,PRD1167,,,12.03,,UPI,,DISC20,EMP232,Y,DAMAGED,ONLINE,2917.15,417.44,,2024-03-04,POS
TXN002435,STR017,,PRD1101,-2.0,2730.1,,282.19,,,DISC20,,,DAMAGED,STORE,622.46,3142.66,,,OMS
TXN002780,,,PRD1169,4.0,525.94,126.64,,,NZD,DISC20,EMP20,N,DAMAGED,ONLINE,,,,invalid_date,
TXN001960,,T4,,,,284.23,228.99,CARD,NZD,,EMP39,Y,CANCELLED,ONLINE,,,2025-03-25 00:00:00,2025-07-15,POS
TXN003710,STR027,T5,PRD1063,,,,58.37,,NZD,SALE10,EMP443,,DAMAGED,,3180.81,2258.04,2024-09-06 00:00:00,,
TXN000016,STR012,,PRD1166,5.0,2209.77,232.94,,WALLET,AUD,,,Y,DAMAGED,STORE,2865.37,1841.68,2025-04-06 00:00:00,,
TXN000158,STR013,T4,PRD1135,-2.0,2502.66,,,WALLET,,SALE10,EMP123,N,DAMAGED,,,3025.62,invalid_ts,,
TXN006816,,,,4.0,,,129.47,CARD,AUD,DISC20,,N,CANCELLED,,648.38,1358.47,2025-09-15 00:00:00,,
TXN002978,,T1,PRD1095,-2.0,769.75,,240.36,WALLET,AUD,,,N,DAMAGED,ONLINE,,,invalid_ts,invalid_date,OMS
TXN003616,STR014,T5,PRD1095,-2.0,591.29,,188.34,,,SALE10,,Y,CANCELLED,,4003.75,4969.15,,,
TXN004026,STR016,,,5.0,,,222.04,CASH,AUD,DISC20,,Y,,,2950.21,,,,OMS
TXN000185,,,,2.0,,,38.41,UPI,NZD,DISC20,EMP83,Y,,,576.86,,2025-02-09 00:00:00,invalid_date,
TXN005565,,,,-2.0,2915.96,,164.26,UPI,,SALE10,,,,STORE,,2093.58,,,OMS
TXN007612,,,PRD1101,-2.0,,222.73,257.79,UPI,,,,,,ONLINE,2165.92,2460.82,2024-12-01 00:00:00,2024-02-15,POS
TXN001507,STR011,,PRD1077,1.0,,,234.46,CARD,AUD,SALE10,EMP106,Y,DAMAGED,ONLINE,,,,,POS
TXN007904,,,,,1528.95,56.33,284.67,CARD,NZD,,,N,CANCELLED,ONLINE,,,2025-01-28 00:00:00,invalid_date,POS
TXN005244,STR028,T2,PRD1108,,,,76.11,,NZD,,EMP413,Y,CANCELLED,,,1121.21,,2024-12-01,
TXN006566,,T4,PRD1010,-2.0,674.67,,,UPI,,,EMP433,N,CANCELLED,STORE,3853.18,3203.5,,invalid_date,OMS
TXN006693,,T2,,-2.0,,135.52,,CASH,NZD,SALE10,EMP236,Y,,STORE,,4802.09,,2025-10-08,OMS
TXN004666,STR012,,PRD1154,-2.0,,,,CARD,,SALE10,EMP416,,,,,1648.68,2025-10-07 00:00:00,,
TXN004537,,,,-2.0,,,242.73,WALLET,,DISC20,EMP162,N,DAMAGED,,,234.77,invalid_ts,2024-12-18,POS
TXN004670,STR027,,PRD1171,,,,85.89,CARD,,,EMP98,N,CANCELLED,ONLINE,4722.15,3463.24,,2025-01-11,POS
TXN000488,STR024,T3,,-2.0,2680.3,228.94,215.98,WALLET,,SALE10,,N,,ONLINE,,,2024-04-23 00:00:00,invalid_date,
TXN000375,,,PRD1062,-2.0,,,,,AUD,SALE10,EMP173,N,DAMAGED,STORE,,2498.11,invalid_ts,2025-04-08,POS
TXN000830,STR026,,,-2.0,706.5,,167.98,UPI,AUD,DISC20,,Y,CANCELLED,STORE,1886.49,4285.93,,,OMS
TXN003029,,T1,,-2.0,1594.06,279.69,,,,,EMP61,N,DAMAGED,,496.31,,,2025-08-13,
TXN002342,,,PRD1174,-2.0,,,205.59,CARD,NZD,DISC20,,N,DAMAGED,,,,2024-02-07 00:00:00,2024-12-28,OMS
TXN002085,STR003,,,5.0,223.77,190.6,128.76,CASH,NZD,DISC20,,N,CANCELLED,,,476.36,invalid_ts,2025-11-12,OMS
TXN005343,,,PRD1175,-2.0,,,,UPI,,,,N,,STORE,,,,2024-03-27,
TXN003676,,,PRD1070,-2.0,2454.37,,59.74,CARD,NZD,SALE10,,N,CANCELLED,STORE,906.98,,2025-01-21 00:00:00,,OMS
TXN005380,STR001,,PRD1186,-2.0,,66.54,,CARD,NZD,DISC20,EMP148,Y,CANCELLED,STORE,1256.84,2483.7,invalid_ts,invalid_date,POS
TXN006736,STR024,,,-2.0,,,,CASH,,DISC20,EMP24,Y,CANCELLED,,,618.89,,2025-11-18,POS
TXN005488,STR023,,PRD1072,,,242.23,200.01,WALLET,,,,Y,,,3602.94,1578.11,invalid_ts,,POS
TXN006280,,,PRD1117,-2.0,1306.04,3.93,,WALLET,,,,N,DAMAGED,ONLINE,2007.03,,invalid_ts,invalid_date,OMS
TXN004503,,T4,,5.0,,,76.32,CASH,AUD,,EMP238,,DAMAGED,STORE,,,invalid_ts,2024-02-11,OMS
TXN000632,,,PRD1177,-2.0,,,,,NZD,SALE10,,Y,DAMAGED,ONLINE,1679.19,,invalid_ts,,OMS
TXN003150,STR006,,PRD1091,2.0,,,,CARD,,SALE10,EMP164,,CANCELLED,ONLINE,,,,,OMS
TXN005434,STR027,T3,PRD1125,-2.0,2994.23,,236.46,,,,EMP479,Y,DAMAGED,,,,,2024-03-12,
TXN007510,,,,,1572.8,,,CASH,NZD,DISC20,EMP428,N,,STORE,,,,2024-11-11,POS
TXN003551,,,PRD1079,4.0,2647.15,,267.97,CASH,AUD,DISC20,EMP174,N,,,,,,,POS
TXN001569,STR001,T2,,-2.0,417.9,171.66,64.71,WALLET,AUD,DISC20,EMP24,,DAMAGED,STORE,3200.75,3670.93,invalid_ts,2024-09-08,POS
TXN002874,STR006,T5,PRD1196,-2.0,1627.37,,152.88,CASH,,SALE10,,,CANCELLED,STORE,2461.54,720.84,2025-05-08 00:00:00,,POS
TXN007883,,,,-2.0,2366.4,23.07,,UPI,NZD,DISC20,EMP307,Y,,ONLINE,,,,invalid_date,POS
TXN001915,,T3,PRD1011,-2.0,234.34,157.54,209.21,CASH,AUD,,EMP30,N,,,277.68,,2024-12-07 00:00:00,invalid_date,
TXN001184,STR007,T5,PRD1139,-2.0,1476.25,,,,NZD,,,Y,,ONLINE,,,2025-05-15 00:00:00,2024-12-14,POS
TXN002203,,,,-2.0,,89.83,,WALLET,NZD,DISC20,EMP213,,DAMAGED,,353.1,,,invalid_date,OMS
TXN006680,,T1,,-2.0,,294.81,,UPI,AUD,,,Y,CANCELLED,ONLINE,3912.52,2749.06,2025-08-21 00:00:00,,OMS
TXN001206,STR023,,PRD1054,-2.0,,,,CASH,,DISC20,,Y,CANCELLED,STORE,,,2025-09-27 00:00:00,invalid_date,
TXN000861,,T1,,5.0,,283.88,233.37,CASH,AUD,SALE10,EMP276,Y,DAMAGED,,1660.12,3561.68,invalid_ts,invalid_date,
TXN002186,,,,-2.0,615.67,22.66,,,,DISC20,,Y,,ONLINE,,,,,OMS
TXN005273,,,PRD1188,-2.0,,43.03,,CARD,NZD,SALE10,EMP461,,,STORE,3073.33,2631.42,2024-03-17 00:00:00,invalid_date,POS
TXN007800,STR026,T2,PRD1048,3.0,,212.1,,CASH,AUD,DISC20,EMP203,Y,,ONLINE,,,invalid_ts,,
TXN001346,STR025,,,-2.0,1850.5,155.59,,,,DISC20,EMP488,,,ONLINE,1008.26,1677.15,invalid_ts,2024-12-14,
TXN002511,,,,,,,,WALLET,NZD,,,Y,DAMAGED,ONLINE,3004.85,,invalid_ts,,POS
TXN006102,,T1,,5.0,,245.12,237.11,UPI,NZD,SALE10,EMP410,,CANCELLED,ONLINE,,3335.27,,,POS
TXN002042,,T3,,-2.0,,182.05,150.45,UPI,AUD,,,Y,,,,,invalid_ts,invalid_date,OMS
TXN002249,,,PRD1092,1.0,,289.51,,,NZD,,EMP50,Y,,,3057.67,,invalid_ts,2025-06-13,OMS
TXN003346,,T4,PRD1166,2.0,,,,,AUD,DISC20,,N,DAMAGED,STORE,4026.97,,invalid_ts,2024-04-11,POS
TXN007860,STR007,,,1.0,,,47.73,WALLET,NZD,SALE10,,N,CANCELLED,ONLINE,4067.37,,2024-04-23 00:00:00,invalid_date,
TXN006159,,,PRD1083,-2.0,1333.87,102.86,285.17,CASH,AUD,SALE10,,,DAMAGED,,,,invalid_ts,2024-02-27,POS
TXN002661,STR003,,PRD1176,,386.31,5.65,,WALLET,,SALE10,EMP219,N,DAMAGED,,,,invalid_ts,invalid_date,OMS
TXN002194,STR021,,,3.0,,,,,AUD,,,N,CANCELLED,,3368.55,347.82,invalid_ts,2025-07-24,
TXN006743,,T6,PRD1074,,1249.63,285.17,,CASH,NZD,DISC20,,N,CANCELLED,ONLINE,,1432.74,,2024-10-17,OMS
TXN003024,,T6,PRD1065,,2714.92,,295.99,WALLET,NZD,DISC20,EMP499,Y,,ONLINE,620.0,4595.04,2025-09-05 00:00:00,2025-11-20,
TXN005998,,T2,,1.0,,153.61,,CARD,,DISC20,,N,,STORE,4773.65,196.1,,invalid_date,OMS
TXN004645,,T4,,-2.0,335.5,107.39,26.61,,NZD,,EMP338,N,DAMAGED,,2641.79,,2024-12-15 00:00:00,invalid_date,POS
TXN004997,,,PRD1093,1.0,958.24,,128.15,UPI,AUD,,EMP81,N,CANCELLED,ONLINE,1027.27,,2025-03-09 00:00:00,,
TXN003716,STR003,T2,PRD1091,4.0,2033.0,193.77,227.79,CASH,,,EMP23,,,ONLINE,,,2024-11-02 00:00:00,,OMS
TXN007822,,,PRD1090,,,,,,NZD,DISC20,,,DAMAGED,ONLINE,2026.97,,,invalid_date,POS
TXN003017,STR025,,PRD1181,,1927.32,138.66,,CASH,NZD,,EMP123,,DAMAGED,,3014.83,,invalid_ts,,POS
TXN001410,,T4,,,,163.3,,WALLET,AUD,DISC20,,Y,DAMAGED,,452.41,3430.97,,,OMS
TXN006063,STR002,T6,PRD1080,-2.0,,,,CASH,NZD,DISC20,EMP289,,DAMAGED,STORE,,,invalid_ts,invalid_date,OMS
TXN000134,STR025,,PRD1002,2.0,1809.31,37.73,56.22,CASH,NZD,,EMP61,Y,,,,,2024-06-03 00:00:00,2025-01-09,POS
TXN002268,STR002,T5,PRD1009,-2.0,1656.27,73.85,219.35,,NZD,SALE10,EMP189,Y,,ONLINE,3646.87,,2024-11-06 00:00:00,invalid_date,OMS
TXN004727,,,,3.0,2373.37,108.9,,WALLET,AUD,,,,CANCELLED,ONLINE,4923.9,4801.19,2024-10-26 00:00:00,,
TXN004603,,T1,,-2.0,1542.4,,,CASH,NZD,,,N,CANCELLED,,172.42,,2024-08-04 00:00:00,,
