inventory_id,store_id,product_id,available_qty,reserved_qty,damaged_qty,in_transit_qty,reorder_level,warehouse_id,supplier_id,stock_status,last_stocked_date,expiry_date,batch_no,cost_price,mrp,is_active,snapshot_ts,load_date,source_system
INV003986,STR012,,-10.0,,6.0,,65.0,WH4,,AVAILABLE,2025-02-15,invalid_date,B224,1209.67,2851.25,Y,,2024-12-04,ERP
INV002402,,,244.0,32.0,9.0,,,,,OUT,,,,,,N,2025-04-07 00:00:00,2025-10-14,
INV002069,,,-10.0,,1.0,,,WH4,SUP194,AVAILABLE,2024-07-01,invalid_date,,741.73,2580.8,Y,2024-05-18 00:00:00,,
INV001964,,,-10.0,20.0,17.0,,60.0,WH2,SUP54,OUT,invalid_date,invalid_date,,1424.55,,,2024-02-22 00:00:00,2024-08-19,WMS
INV005882,STR006,,,,,33.0,,,,OUT,invalid_date,invalid_date,,,,Y,2024-01-07 00:00:00,2024-06-13,WMS
INV000642,,,70.0,,10.0,15.0,,WH3,SUP127,LOW,invalid_date,2024-03-28,,1484.21,,N,,invalid_date,ERP
INV000913,STR023,PRD1052,,,10.0,,31.0,WH5,,LOW,,,B325,,1283.38,N,invalid_ts,,WMS
INV004643,STR021,PRD1090,,,,87.0,84.0,WH1,,LOW,2024-09-24,2024-02-27,B361,,,Y,2024-09-05 00:00:00,invalid_date,
INV005956,STR029,PRD1092,-10.0,35.0,,,88.0,,,LOW,2024-04-23,2025-10-03,,1100.82,759.17,,,invalid_date,WMS
INV000125,STR029,PRD1119,359.0,22.0,15.0,86.0,,,SUP8,OUT,,,B389,,164.73,Y,invalid_ts,2024-02-27,
INV000038,,,-10.0,,16.0,38.0,,,,LOW,,invalid_date,,,,N,2024-04-01 00:00:00,,WMS
INV001109,,PRD1166,487.0,,20.0,7.0,,WH1,,OUT,,2025-07-29,B267,,2640.51,,,2025-11-16,
INV006091,,PRD1016,451.0,,,,,WH2,SUP2,OUT,2024-05-03,2024-09-08,B14,1004.88,,,2024-02-13 00:00:00,,
INV000316,,PRD1125,,,0.0,,30.0,WH2,,LOW,invalid_date,,B22,877.12,,N,2025-10-04 00:00:00,invalid_date,WMS
INV004998,,PRD1072,336.0,41.0,9.0,78.0,100.0,,SUP188,,,,B223,1062.22,,Y,invalid_ts,,WMS
INV002146,,PRD1003,90.0,,,94.0,,WH4,,OUT,invalid_date,invalid_date,B133,1380.25,1071.03,N,invalid_ts,invalid_date,WMS
INV004581,,,211.0,0.0,,42.0,,,SUP171,,invalid_date,2025-10-26,B451,,616.4,,2025-05-18 00:00:00,invalid_date,WMS
INV006507,STR017,,-10.0,9.0,,,70.0,,SUP90,AVAILABLE,2025-10-05,2024-03-23,B209,,2621.09,N,,,ERP
INV003914,,PRD1147,-10.0,,,,,WH1,,AVAILABLE,,,,78.8,2811.47,,2025-02-20 00:00:00,invalid_date,WMS
INV006721,STR011,,-10.0,,13.0,50.0,32.0,WH2,SUP128,OUT,2024-01-17,2024-03-25,B411,1373.38,,Y,,invalid_date,WMS
INV002021,STR028,,397.0,8.0,8.0,66.0,,,,LOW,,,,,1749.18,Y,invalid_ts,2024-11-07,WMS
INV004394,STR003,PRD1094,,,5.0,,30.0,,SUP143,,invalid_date,invalid_date,B357,,617.21,N,,2024-11-24,ERP
INV002669,,,375.0,,,27.0,77.0,WH4,SUP196,,2024-11-29,invalid_date,,995.57,1726.22,Y,2024-02-06 00:00:00,invalid_date,WMS
INV006097,,PRD1163,192.0,,9.0,,,,,,invalid_date,,,900.14,,,invalid_ts,invalid_date,WMS
INV000628,,PRD1125,,7.0,6.0,,,,SUP80,OUT,,invalid_date,B231,,2899.62,N,,2025-11-04,
INV003316,,PRD1062,26.0,,,79.0,,,SUP70,LOW,2025-11-09,invalid_date,,,,Y,invalid_ts,,WMS
INV000598,,PRD1087,438.0,,,87.0,,WH2,,AVAILABLE,invalid_date,invalid_date,,,650.45,Y,invalid_ts,,ERP
INV000408,,,-10.0,31.0,18.0,,,,SUP47,LOW,invalid_date,2024-01-25,,,340.05,Y,,2024-10-29,WMS
INV005040,,PRD1139,,,20.0,64.0,,,,,,2025-11-19,,533.31,1143.74,Y,,,ERP
INV003583,STR015,,-10.0,,3.0,,,,,LOW,,invalid_date,B153,366.99,1317.77,N,,invalid_date,ERP
INV001434,,,,,,,,WH4,SUP118,LOW,,,,,2198.07,,2024-03-11 00:00:00,invalid_date,
INV006590,STR012,,-10.0,8.0,,,,,,OUT,2024-10-07,,B399,414.41,1408.5,Y,2024-06-10 00:00:00,2024-10-13,
INV002662,STR004,PRD1122,-10.0,,19.0,5.0,,,SUP62,OUT,,,,1261.76,,N,,2024-12-03,ERP
INV001703,STR021,PRD1050,,,15.0,6.0,,WH5,SUP186,,invalid_date,,,584.16,,,,invalid_date,ERP
INV006354,,PRD1199,-10.0,,,,,WH1,,OUT,2025-11-28,invalid_date,B228,,,N,,2025-02-18,WMS
INV004704,STR027,,-10.0,,,61.0,83.0,WH4,,LOW,,invalid_date,B84,,,Y,invalid_ts,invalid_date,
INV004911,STR030,,-10.0,,5.0,,,WH2,,AVAILABLE,,,B499,462.66,,Y,invalid_ts,invalid_date,ERP
INV002400,STR007,,292.0,,,,,WH2,,OUT,,2025-03-10,,,,N,2024-01-16 00:00:00,2025-09-10,ERP
INV002439,,PRD1046,-10.0,,17.0,,,,SUP168,OUT,2024-12-29,2024-04-13,B429,,240.21,Y,invalid_ts,2024-09-04,ERP
INV002586,STR004,PRD1017,-10.0,,0.0,,,WH5,,AVAILABLE,invalid_date,2024-07-12,B470,,1162.41,Y,2024-02-08 00:00:00,2025-09-08,WMS
INV003247,,PRD1036,117.0,37.0,,58.0,59.0,,,OUT,invalid_date,invalid_date,B364,61.93,880.45,,,,
INV002300,,PRD1062,494.0,,4.0,79.0,,WH4,,LOW,2024-01-21,invalid_date,,,,,2025-04-29 00:00:00,invalid_date,
INV005042,STR023,,,42.0,,58.0,,,,,,2024-12-17,B433,717.85,470.68,,invalid_ts,2024-03-02,WMS
INV005594,STR029,PRD1044,,19.0,,95.0,75.0,,SUP56,,invalid_date,2024-04-16,B168,,,Y,,2025-02-26,WMS
INV003947,,,-10.0,18.0,,,,,SUP153,AVAILABLE,2025-07-21,,,,601.37,,,2024-04-11,ERP
INV001952,STR014,PRD1016,,,12.0,20.0,,WH3,,LOW,invalid_date,2024-04-14,B236,1014.57,2741.45,Y,invalid_ts,,
INV005452,,PRD1001,,,6.0,,,,,OUT,2024-02-14,2025-05-22,B222,,507.85,N,2024-10-05 00:00:00,invalid_date,
INV001156,,PRD1041,63.0,,,81.0,29.0,,SUP196,,invalid_date,invalid_date,B73,,,,2024-09-30 00:00:00,2025-01-06,
INV003127,STR021,PRD1112,-10.0,,,83.0,31.0,,,OUT,,invalid_date,B195,689.55,1820.55,Y,2025-11-21 00:00:00,2025-05-11,
INV001877,,PRD1148,232.0,,,,,WH3,,OUT,2025-07-14,invalid_date,,497.17,281.46,N,invalid_ts,2024-04-26,WMS
INV005905,STR007,PRD1039,-10.0,,,55.0,,,,LOW,,,B260,,,N,invalid_ts,2024-01-18,
INV005687,STR016,,-10.0,47.0,6.0,83.0,,WH4,SUP175,OUT,2025-04-14,2025-06-28,B147,,,,,,ERP
INV003521,,PRD1173,74.0,0.0,12.0,55.0,,WH1,,OUT,invalid_date,,B62,,2736.87,Y,,invalid_date,ERP
INV006114,STR016,,129.0,10.0,,,78.0,WH1,,LOW,,invalid_date,,,774.29,,2025-04-30 00:00:00,,
INV001252,,PRD1085,-10.0,,6.0,66.0,,,SUP185,LOW,invalid_date,invalid_date,B40,347.58,1603.31,,invalid_ts,,
INV003838,,PRD1043,-10.0,20.0,19.0,40.0,,WH1,,LOW,invalid_date,,,,2586.82,N,,,
INV004624,STR017,PRD1187,383.0,43.0,6.0,,34.0,WH5,SUP98,OUT,2024-11-01,invalid_date,,837.6,1247.22,N,2025-11-02 00:00:00,,ERP
INV002370,,PRD1073,-10.0,0.0,,,,WH1,,OUT,invalid_date,2025-09-16,,,,Y,2024-09-30 00:00:00,2024-12-16,ERP
INV005563,,PRD1007,,20.0,4.0,,,WH4,,OUT,invalid_date,,B343,,1108.79,Y,invalid_ts,2025-06-14,
INV000327,STR003,,472.0,,4.0,14.0,,WH5,,OUT,2025-07-14,invalid_date,,,545.0,,,invalid_date,WMS
INV006761,STR004,,181.0,,7.0,55.0,,,SUP76,AVAILABLE,2025-06-17,2024-12-25,,,2923.4,,invalid_ts,,ERP
INV005129,,PRD1075,475.0,39.0,2.0,,,,,AVAILABLE,invalid_date,invalid_date,,,515.22,N,,2024-03-31,WMS
INV005613,STR030,,43.0,42.0,5.0,85.0,82.0,,,LOW,2024-05-30,,B97,414.09,,,2025-10-22 00:00:00,2025-03-03,
INV001200,STR017,,-10.0,34.0,,57.0,,WH4,SUP17,AVAILABLE,invalid_date,,,1024.03,1236.65,N,2025-10-23 00:00:00,2024-09-07,ERP
INV006517,STR016,PRD1154,-10.0,,17.0,84.0,,WH2,,LOW,,,B156,899.43,1169.53,N,2024-01-09 00:00:00,invalid_date,
INV004856,,PRD1031,-10.0,,,32.0,,WH5,SUP162,,invalid_date,invalid_date,,1083.17,1388.48,N,2024-12-24 00:00:00,,ERP
INV006185,,PRD1033,,46.0,4.0,,37.0,WH2,,AVAILABLE,2025-02-26,,,,1491.02,,2024-10-18 00:00:00,,WMS
INV004784,STR013,PRD1151,167.0,5.0,13.0,74.0,,,,,,,B129,,2656.09,,,,ERP
INV002194,,,-10.0,43.0,16.0,83.0,67.0,,,AVAILABLE,,invalid_date,B126,775.03,649.97,N,2025-11-19 00:00:00,2025-11-05,WMS
INV003260,STR021,,309.0,,6.0,67.0,94.0,WH3,,OUT,,2024-04-06,B338,,1469.92,Y,2025-11-02 00:00:00,,
INV005835,,PRD1172,,8.0,,,,WH2,SUP63,AVAILABLE,2025-10-09,,B356,388.17,,N,,invalid_date,
INV005034,,PRD1031,,,,,,WH4,SUP55,AVAILABLE,invalid_date,invalid_date,B97,,1422.93,N,invalid_ts,invalid_date,ERP
INV000196,STR030,PRD1085,-10.0,45.0,19.0,,67.0,WH1,,LOW,invalid_date,2025-05-20,,,,,2024-09-30 00:00:00,,
INV004901,,PRD1108,34.0,,18.0,94.0,,WH1,SUP100,,,2024-05-06,B11,436.04,,N,invalid_ts,invalid_date,
INV004190,,,,49.0,,,,WH3,SUP159,AVAILABLE,,invalid_date,,259.13,654.35,Y,2025-07-07 00:00:00,,
INV006038,,PRD1191,-10.0,28.0,13.0,,92.0,,,OUT,invalid_date,,B250,,224.91,Y,2024-01-07 00:00:00,,
INV005505,STR007,,,41.0,,30.0,,WH5,SUP136,OUT,invalid_date,,B170,609.22,,N,,,ERP
INV004133,STR005,PRD1038,,41.0,,,74.0,WH5,,OUT,2024-10-25,,B316,1439.34,,Y,2025-05-23 00:00:00,,ERP
INV001201,,PRD1166,-10.0,,6.0,95.0,,,,AVAILABLE,invalid_date,,,,,Y,,2025-05-30,
INV000525,,PRD1143,-10.0,14.0,11.0,,53.0,,,OUT,,invalid_date,B111,121.06,1121.17,N,2025-05-18 00:00:00,invalid_date,ERP
INV003684,STR022,PRD1157,,7.0,,,,,,LOW,2025-11-27,invalid_date,,,,N,2024-07-21 00:00:00,2025-06-17,WMS
INV004510,STR030,,376.0,,7.0,100.0,,WH3,,AVAILABLE,invalid_date,invalid_date,,,2668.09,,,invalid_date,ERP
INV000085,,PRD1195,-10.0,4.0,5.0,,,WH5,,OUT,2025-01-11,,B285,,293.46,,2024-10-28 00:00:00,invalid_date,ERP
INV002242,,PRD1095,,31.0,15.0,64.0,67.0,WH4,SUP122,LOW,,invalid_date,B3,998.52,722.94,N,,2024-07-15,WMS
INV003230,STR008,PRD1182,,40.0,0.0,,98.0,WH4,SUP3,,2024-08-16,,B444,83.6,2031.1,N,2024-11-01 00:00:00,invalid_date,WMS
INV003387,,PRD1054,,,,,,WH5,SUP89,,invalid_date,invalid_date,,,,,invalid_ts,invalid_date,ERP
INV000307,,PRD1163,,,20.0,26.0,31.0,WH1,SUP169,,,2024-05-29,,1424.16,1405.38,,2024-06-24 00:00:00,invalid_date,WMS
INV001521,STR016,,-10.0,25.0,2.0,,,WH2,,OUT,invalid_date,invalid_date,,,,N,,2025-07-20,WMS
INV005109,,PRD1175,,,12.0,,,WH1,SUP60,AVAILABLE,2024-06-11,2025-03-06,B2,226.39,525.74,,,,
INV005689,STR005,,-10.0,17.0,,,,,SUP125,LOW,invalid_date,,B199,,,,invalid_ts,2025-08-06,ERP
INV003105,,PRD1051,,,5.0,,,WH3,SUP147,OUT,,,B497,,,Y,invalid_ts,2025-03-22,ERP
INV001520,STR002,PRD1058,,,11.0,18.0,37.0,WH1,,AVAILABLE,2024-01-18,invalid_date,,,1277.8,,2025-06-23 00:00:00,,ERP
INV000255,STR012,,,,4.0,35.0,78.0,WH1,,LOW,invalid_date,,B371,,,,,2024-07-06,WMS
INV000682,STR018,PRD1067,,,,90.0,39.0,,SUP96,LOW,2024-09-23,,B258,,1286.91,Y,2024-08-16 00:00:00,2025-04-14,ERP
INV001738,,PRD1121,27.0,,11.0,19.0,,WH3,,,,invalid_date,,,799.97,,,2025-09-25,WMS
INV003973,,,,13.0,,,37.0,WH3,SUP149,LOW,2025-07-31,2024-02-23,B469,,,N,,2025-05-08,ERP
INV004799,STR028,,,22.0,14.0,94.0,,,,OUT,2025-08-30,2024-02-21,B470,,2293.9,,2025-08-24 00:00:00,invalid_date,WMS
INV001845,STR023,,,24.0,18.0,,,WH4,,OUT,,2025-04-07,B449,74.4,,,2024-05-08 00:00:00,2024-03-17,WMS
INV002695,,,-10.0,4.0,,37.0,68.0,,,OUT,2025-10-08,,,594.44,1047.74,,invalid_ts,2024-04-16,ERP
INV000770,STR002,,,,7.0,89.0,,,,AVAILABLE,,,B468,,,N,invalid_ts,invalid_date,
INV004327,,PRD1091,-10.0,22.0,0.0,,97.0,WH1,,OUT,,,B43,719.67,,,2024-11-05 00:00:00,,ERP
INV006591,,PRD1181,-10.0,22.0,,,,,,,invalid_date,2024-02-04,,,,Y,2025-03-24 00:00:00,invalid_date,ERP
INV002364,,,185.0,,9.0,4.0,,,SUP132,OUT,invalid_date,,B394,361.56,,N,invalid_ts,,WMS
INV000028,,,134.0,0.0,20.0,70.0,78.0,WH3,,,2024-10-21,2025-02-13,,,1642.46,N,2024-09-15 00:00:00,,WMS
INV004102,STR021,,-10.0,,,,,,,,2025-05-03,2025-01-05,,1317.68,240.99,N,2025-02-19 00:00:00,invalid_date,WMS
INV000609,,PRD1141,403.0,,1.0,19.0,31.0,,,OUT,,,,,,,2025-08-17 00:00:00,2025-03-08,
INV005643,,,-10.0,,,,45.0,WH1,SUP170,OUT,,2025-07-01,B445,,,Y,invalid_ts,invalid_date,
INV006363,,PRD1134,499.0,,15.0,,94.0,,SUP114,AVAILABLE,2024-12-10,invalid_date,B318,478.09,1773.73,Y,2025-03-07 00:00:00,2024-03-29,
INV004974,,PRD1167,,49.0,,40.0,64.0,,SUP9,OUT,invalid_date,invalid_date,B389,,,N,,invalid_date,
INV006646,STR014,PRD1169,164.0,9.0,14.0,,93.0,,,AVAILABLE,2024-11-20,2025-02-15,,83.91,,,,2025-01-01,WMS
INV003645,STR003,,,50.0,,,34.0,WH5,SUP181,LOW,invalid_date,invalid_date,,,2910.32,Y,invalid_ts,2024-04-14,ERP
INV005015,,,-10.0,,,97.0,,,,OUT,,,,115.05,,Y,,invalid_date,ERP
INV000578,STR009,PRD1169,,44.0,,,,,,OUT,2024-05-02,,,901.06,1837.51,N,2025-06-22 00:00:00,invalid_date,ERP
INV004358,STR002,PRD1029,47.0,7.0,13.0,25.0,,,SUP41,AVAILABLE,2024-12-16,2024-02-12,B434,531.33,2860.41,N,2024-10-28 00:00:00,,WMS
INV000105,STR029,,-10.0,,4.0,69.0,,,SUP144,AVAILABLE,2024-11-26,invalid_date,B122,,2974.28,Y,2025-03-14 00:00:00,invalid_date,
INV001133,STR005,,-10.0,32.0,4.0,72.0,,,SUP30,OUT,,,,,,N,2024-09-13 00:00:00,invalid_date,WMS
INV005619,,,-10.0,1.0,,,22.0,WH4,SUP110,,,2024-05-01,B458,,,N,,2025-07-14,WMS
INV005416,STR012,PRD1097,-10.0,,2.0,,48.0,WH3,SUP188,OUT,invalid_date,2024-08-05,,,,N,2025-07-02 00:00:00,,
INV005753,STR005,,-10.0,,,94.0,24.0,WH3,SUP19,,2025-02-03,invalid_date,B112,455.9,1741.59,N,,invalid_date,
INV003997,,PRD1099,,,,,93.0,WH5,,OUT,,invalid_date,,142.84,282.4,Y,2025-10-08 00:00:00,invalid_date,ERP
INV002139,,PRD1059,-10.0,,9.0,47.0,,WH3,,,,,,371.17,140.69,Y,2024-01-02 00:00:00,invalid_date,ERP
INV000145,STR012,,,,19.0,,,,,OUT,,2024-08-18,,475.32,2919.34,N,invalid_ts,invalid_date,
INV003398,,,,32.0,,76.0,86.0,WH5,,OUT,invalid_date,,,,2938.21,,2025-01-28 00:00:00,invalid_date,ERP
INV005503,,,-10.0,16.0,,,,WH1,SUP155,,2024-11-07,,,438.7,127.87,,invalid_ts,invalid_date,
INV006713,,PRD1030,,12.0,0.0,56.0,,WH5,,LOW,invalid_date,invalid_date,,,,Y,2024-08-14 00:00:00,invalid_date,WMS
INV005099,STR005,PRD1168,,35.0,13.0,,,WH2,SUP75,LOW,,2025-08-09,B275,289.61,,N,2024-05-06 00:00:00,,WMS
INV001014,STR029,,107.0,0.0,2.0,4.0,,WH5,SUP167,,invalid_date,invalid_date,B477,,996.13,N,invalid_ts,invalid_date,ERP
INV001216,STR019,,,,,,,,SUP107,OUT,invalid_date,2024-10-30,,,,,,invalid_date,
INV004637,STR006,,-10.0,32.0,13.0,,,,SUP188,,2024-08-15,,,1133.68,,Y,,2025-03-06,
INV002611,,PRD1094,,28.0,5.0,69.0,,WH3,SUP8,OUT,,2024-09-10,B331,1127.78,,N,invalid_ts,2024-03-03,ERP
INV003647,,PRD1069,75.0,,,,,,,AVAILABLE,,2025-04-11,B350,1406.56,,N,,2024-01-11,ERP
INV001676,STR028,,,22.0,6.0,47.0,98.0,,,AVAILABLE,invalid_date,,,999.51,734.55,Y,invalid_ts,2025-11-07,ERP
INV004650,STR016,,-10.0,47.0,6.0,,,WH4,SUP115,,,invalid_date,,648.67,2417.41,N,2025-09-05 00:00:00,,WMS
INV004055,STR017,PRD1073,,33.0,,,,WH5,SUP151,,2024-05-03,invalid_date,B445,,1415.01,N,invalid_ts,invalid_date,ERP
INV003819,STR018,PRD1180,195.0,,11.0,59.0,,WH3,SUP14,,invalid_date,invalid_date,B61,1382.59,918.8,N,,invalid_date,ERP
INV004997,STR015,,,48.0,9.0,48.0,,WH5,SUP31,OUT,invalid_date,,,,1523.6,N,invalid_ts,2024-12-28,ERP
INV005188,,,-10.0,31.0,,,89.0,,,OUT,2025-07-31,invalid_date,B376,1053.17,,Y,2025-06-18 00:00:00,,
INV005958,STR013,,,,,,75.0,WH2,SUP140,AVAILABLE,invalid_date,,B286,605.19,1888.89,N,,2024-09-10,ERP
INV004455,,PRD1025,382.0,24.0,10.0,7.0,,,,AVAILABLE,2025-01-31,2025-09-11,B277,794.19,,Y,,,WMS
INV004673,,,493.0,30.0,1.0,,68.0,WH3,SUP114,,2025-04-15,2024-12-12,B127,,,N,invalid_ts,,ERP
INV005503,STR006,PRD1145,342.0,,,,,WH2,,AVAILABLE,invalid_date,invalid_date,,,,,,invalid_date,WMS
INV006491,,PRD1048,,,,,,,SUP175,,2024-09-14,2025-04-02,B226,,1046.33,N,,2024-04-16,ERP
INV005807,STR004,PRD1068,,13.0,,73.0,27.0,WH2,SUP126,AVAILABLE,2025-04-22,,,,,Y,,invalid_date,WMS
INV005362,,,297.0,38.0,11.0,,,WH4,,AVAILABLE,,invalid_date,,,,Y,invalid_ts,2024-09-09,WMS
INV006977,STR021,,,26.0,4.0,7.0,,,SUP86,OUT,invalid_date,invalid_date,,,2072.25,N,,2024-06-29,
INV001109,,PRD1188,372.0,32.0,,0.0,,WH5,SUP77,AVAILABLE,,,B434,,388.34,N,,,
INV003292,,,28.0,,15.0,,,WH4,,LOW,,2024-11-10,B63,,2872.11,,invalid_ts,2024-03-07,ERP
INV003683,,PRD1151,382.0,,,,96.0,WH3,SUP171,LOW,invalid_date,invalid_date,B477,,2714.94,,2025-08-12 00:00:00,invalid_date,WMS
INV005637,,,288.0,,1.0,,,WH3,,LOW,2025-08-04,2024-04-03,,,1680.11,Y,2024-12-14 00:00:00,,ERP
INV006172,STR021,PRD1055,-10.0,,,61.0,55.0,WH1,,AVAILABLE,,,,404.87,2042.14,,invalid_ts,,
INV006277,,,,,,,,,SUP113,AVAILABLE,,2024-06-07,B413,1364.53,1618.97,N,,2025-10-09,WMS
INV000431,,PRD1087,80.0,29.0,16.0,80.0,70.0,WH1,,LOW,,invalid_date,,211.49,,N,,invalid_date,WMS
INV004051,STR012,,,33.0,,,,WH4,SUP177,AVAILABLE,2024-09-23,invalid_date,B92,1043.89,,N,invalid_ts,invalid_date,ERP
INV004151,,,242.0,39.0,12.0,,,WH5,,OUT,invalid_date,2024-08-31,,1016.93,1281.83,N,invalid_ts,,
INV004395,STR024,PRD1099,,7.0,5.0,,34.0,,,OUT,,,,,,,,2025-01-16,ERP
INV002610,STR010,,209.0,31.0,,,,,SUP100,OUT,invalid_date,2025-03-18,B273,,2857.79,N,2024-01-25 00:00:00,,WMS
INV004711,STR009,PRD1038,118.0,,13.0,42.0,,,,LOW,,2025-05-25,B391,,282.89,N,invalid_ts,2024-01-05,
INV005494,STR018,PRD1061,93.0,,0.0,44.0,,WH4,,AVAILABLE,invalid_date,,,731.04,,,invalid_ts,,ERP
INV005099,STR008,PRD1194,35.0,,,,,WH2,,LOW,invalid_date,invalid_date,,,1005.39,N,,,ERP
INV005352,,PRD1156,138.0,39.0,,79.0,65.0,WH4,SUP155,LOW,,invalid_date,,,370.43,Y,2024-12-22 00:00:00,invalid_date,
INV002919,,,,,,,,,,LOW,,invalid_date,B387,,,N,2024-04-06 00:00:00,,ERP
INV006045,STR027,,210.0,,,92.0,76.0,WH4,SUP45,,2024-01-06,invalid_date,B410,,,N,invalid_ts,,
INV002894,STR004,PRD1073,-10.0,,2.0,,,,SUP82,AVAILABLE,2025-01-16,invalid_date,,,,Y,invalid_ts,invalid_date,WMS
INV005411,STR002,PRD1148,,26.0,7.0,43.0,90.0,WH1,,AVAILABLE,,invalid_date,B202,,128.81,Y,invalid_ts,2025-11-02,ERP
INV005451,,,,38.0,,,,,,,,invalid_date,B90,270.6,,N,,,ERP
INV006661,STR006,,-10.0,43.0,20.0,,,WH3,,,2025-05-16,2025-10-28,,,,Y,invalid_ts,2025-03-18,WMS
INV003825,STR020,PRD1040,,30.0,11.0,,89.0,WH5,SUP143,OUT,,2024-04-05,B30,760.41,,N,,invalid_date,
INV000391,STR020,PRD1024,325.0,37.0,11.0,10.0,,,,LOW,invalid_date,2024-10-08,B486,,,Y,invalid_ts,2024-05-13,
INV004229,,PRD1022,447.0,8.0,2.0,,42.0,WH2,SUP108,LOW,,2025-01-23,B445,,874.93,Y,invalid_ts,2024-01-11,WMS
INV006155,STR015,,-10.0,47.0,,85.0,,,SUP162,,invalid_date,invalid_date,,,920.36,Y,invalid_ts,2024-12-27,ERP
INV002555,,,-10.0,45.0,,90.0,62.0,WH1,SUP128,AVAILABLE,invalid_date,invalid_date,B158,,1273.2,N,2025-08-11 00:00:00,,
INV006209,,PRD1129,304.0,,12.0,94.0,,WH1,,LOW,,,B294,,2199.74,,2025-10-27 00:00:00,,WMS
INV006249,,,,30.0,7.0,30.0,,WH5,SUP46,,invalid_date,invalid_date,,,2010.56,,,2025-06-10,ERP
INV003543,STR001,PRD1137,274.0,5.0,,,,,SUP116,AVAILABLE,invalid_date,,,,2630.04,N,invalid_ts,invalid_date,ERP
INV006793,,PRD1052,,44.0,12.0,82.0,,,SUP125,AVAILABLE,invalid_date,,,1355.17,1730.37,Y,invalid_ts,2025-04-30,WMS
INV000757,,,,7.0,,13.0,,WH5,,,invalid_date,,B290,225.86,2885.18,Y,,,
INV003463,STR026,PRD1046,,38.0,14.0,87.0,,WH5,,AVAILABLE,,2025-08-10,,1328.57,,,invalid_ts,invalid_date,
INV006778,STR030,PRD1194,386.0,16.0,19.0,28.0,,,,AVAILABLE,invalid_date,,,569.63,321.45,,,invalid_date,
INV005478,,,128.0,,,53.0,52.0,,SUP36,LOW,2024-09-30,2025-07-31,B278,427.03,960.31,Y,2024-10-26 00:00:00,invalid_date,WMS
INV003327,STR007,PRD1011,-10.0,,1.0,48.0,,,,AVAILABLE,invalid_date,invalid_date,B484,,,N,,invalid_date,
INV003915,STR009,,,,3.0,,,,,LOW,2024-07-30,,,132.45,,Y,2025-09-18 00:00:00,invalid_date,WMS
INV006039,STR015,PRD1176,197.0,,,2.0,,,,,invalid_date,invalid_date,B472,,492.01,N,invalid_ts,2025-11-19,
INV003088,,PRD1125,-10.0,24.0,5.0,,30.0,,SUP21,,invalid_date,,B219,,2375.48,Y,2024-09-02 00:00:00,,
INV002892,STR001,,-10.0,25.0,0.0,,,WH2,SUP168,OUT,2024-04-16,invalid_date,,1177.2,,N,,2024-01-08,WMS
INV000804,STR029,PRD1028,378.0,50.0,,,78.0,WH3,,,,,B476,,,Y,invalid_ts,,WMS
INV004046,,PRD1026,,,,53.0,,,SUP27,,2024-10-24,,B445,834.73,1411.65,,2024-09-15 00:00:00,2024-06-23,
INV006228,STR022,,,,,,69.0,WH5,,AVAILABLE,invalid_date,2025-01-14,B372,583.64,2546.41,Y,invalid_ts,invalid_date,WMS
INV001104,STR018,PRD1083,-10.0,31.0,20.0,52.0,62.0,,,OUT,,2024-08-15,B36,,,Y,,2025-06-23,ERP
INV002355,STR013,,-10.0,,3.0,83.0,41.0,WH3,,,2025-11-18,invalid_date,,411.69,,Y,invalid_ts,invalid_date,WMS
INV002301,,PRD1087,86.0,12.0,1.0,,27.0,WH1,SUP133,,,invalid_date,,144.33,1207.76,N,invalid_ts,2024-06-17,ERP
INV006275,,PRD1077,-10.0,31.0,,14.0,84.0,WH3,,OUT,2025-03-25,invalid_date,B253,,,,invalid_ts,,ERP
INV000940,,,-10.0,5.0,,,,,,AVAILABLE,invalid_date,invalid_date,,703.97,,N,2025-08-01 00:00:00,invalid_date,WMS
INV003482,STR026,PRD1018,,12.0,,58.0,94.0,,SUP156,,invalid_date,2025-07-20,B168,1075.97,,Y,invalid_ts,invalid_date,
INV004113,,PRD1060,159.0,,,,74.0,,,LOW,,,B97,975.41,,,2025-11-29 00:00:00,,ERP
INV001516,,PRD1026,-10.0,,,,22.0,,SUP47,LOW,2024-02-11,invalid_date,B353,,1899.27,N,,2025-07-12,ERP
INV002577,,,,49.0,,,50.0,,,LOW,2024-03-20,2024-12-22,,,455.48,Y,invalid_ts,2024-01-19,ERP
INV003827,STR009,,,21.0,15.0,,,,,LOW,,,,889.96,2717.26,,invalid_ts,2024-02-03,WMS
INV000625,STR006,,,43.0,,,43.0,WH5,,AVAILABLE,,2024-05-29,B230,514.8,,,,2025-01-14,ERP
INV005340,,,36.0,42.0,4.0,,,,,AVAILABLE,2025-01-19,2024-12-20,,,882.2,,2024-02-05 00:00:00,2024-07-19,WMS
INV004772,,,-10.0,29.0,0.0,54.0,,,,,,2025-01-06,,926.12,557.73,,invalid_ts,2025-09-02,ERP
INV000195,,PRD1182,-10.0,,,18.0,65.0,WH3,,,invalid_date,,,,832.38,N,2025-08-13 00:00:00,2024-03-24,
INV002991,STR027,,,,,,89.0,WH1,,,,2024-09-29,,,1743.82,Y,,,WMS
