order_id,customer_id,product_id,order_qty,order_value,order_status,payment_mode,delivery_city,delivery_state,delivery_country,shipping_fee,discount,tax,coupon_code,return_flag,return_reason,order_ts,delivery_date,load_date,source_system
ORD004980,CUST03522,PRD1028,,2968.95,SHIPPED,,,South,AU,,42.61,,SAVE10,N,DELAY,,2025-09-13,,
ORD002037,,,,4030.48,SHIPPED,UPI,,South,NZ,185.06,,119.01,,Y,,invalid_ts,,,APP
ORD002325,,PRD1160,4.0,,DELIVERED,NETBANKING,Auckland,North,NZ,,196.69,,,N,DELAY,invalid_ts,invalid_date,2025-03-10,
ORD006912,CUST01451,,,1805.66,SHIPPED,UPI,,North,AU,,29.87,40.35,,,DELAY,,,2024-05-11,APP
ORD003879,CUST04549,PRD1066,2.0,3589.33,PLACED,CARD,,,AU,51.35,,,DISC20,N,DAMAGED,invalid_ts,,invalid_date,APP
ORD003572,,PRD1088,,2849.64,PLACED,UPI,Christchurch,South,,,105.17,,,Y,,,invalid_date,invalid_date,ECOM
ORD002951,CUST02510,PRD1130,-1.0,3657.91,DELIVERED,UPI,,North,AU,,166.89,151.1,,,DAMAGED,invalid_ts,2025-04-01,,
ORD001168,,,,2870.47,PLACED,UPI,Wellington,North,,12.35,,265.45,DISC20,Y,DAMAGED,2024-05-18 00:00:00,2024-02-18,2024-10-11,APP
ORD002707,CUST04329,,-1.0,,CANCELLED,NETBANKING,Christchurch,North,NZ,,162.34,276.52,SAVE10,,DELAY,2025-04-13 00:00:00,,,APP
ORD006809,,,,,PLACED,,,,AU,117.54,,,,N,DELAY,invalid_ts,2025-03-31,invalid_date,
ORD006097,CUST02480,,2.0,1012.6,SHIPPED,CARD,Wellington,North,,,,109.14,SAVE10,,,invalid_ts,invalid_date,invalid_date,
ORD002945,,PRD1075,4.0,,CANCELLED,,,South,,123.46,,276.28,DISC20,,,invalid_ts,,invalid_date,
ORD003573,CUST01908,PRD1001,1.0,1418.01,PLACED,NETBANKING,,North,NZ,,51.45,234.57,DISC20,,,invalid_ts,invalid_date,2025-11-25,APP
ORD007813,,,1.0,446.69,CANCELLED,UPI,Auckland,South,NZ,159.22,133.29,,DISC20,Y,DAMAGED,invalid_ts,2024-11-06,2025-10-31,
ORD003592,CUST04461,,,,PLACED,,Auckland,,AU,39.54,,29.12,,,DAMAGED,invalid_ts,invalid_date,2024-10-25,ECOM
ORD006844,CUST03966,,,,SHIPPED,,Christchurch,North,NZ,,,97.75,SAVE10,N,DELAY,,,,ECOM
ORD001492,CUST00290,,3.0,,PLACED,CARD,Auckland,North,AU,,,151.08,DISC20,,DELAY,invalid_ts,,invalid_date,
ORD001274,CUST02247,PRD1163,-1.0,,DELIVERED,NETBANKING,Wellington,,AU,27.98,,,,,,2024-12-01 00:00:00,invalid_date,,APP
ORD002616,,,-1.0,2135.74,PLACED,UPI,Wellington,South,NZ,62.43,179.53,168.06,DISC20,,,,2024-12-29,invalid_date,ECOM
ORD002597,,,1.0,798.82,DELIVERED,UPI,Christchurch,,AU,,,,DISC20,Y,DAMAGED,invalid_ts,invalid_date,,APP
ORD004815,,PRD1011,-1.0,465.54,DELIVERED,,,,,,,,DISC20,N,DELAY,2024-06-26 00:00:00,invalid_date,,
ORD001648,CUST00507,,2.0,1903.86,,UPI,,North,NZ,146.95,35.35,239.55,DISC20,,DAMAGED,invalid_ts,invalid_date,invalid_date,ECOM
ORD004819,,,,3923.33,DELIVERED,NETBANKING,Christchurch,North,NZ,179.9,,,DISC20,Y,DAMAGED,,invalid_date,2024-12-14,APP
ORD006923,CUST00524,PRD1155,,,CANCELLED,CARD,Wellington,South,AU,,67.34,123.02,,,,invalid_ts,2025-05-06,2025-02-11,APP
ORD005462,CUST02579,PRD1087,,,SHIPPED,NETBANKING,Auckland,North,,,69.14,,,N,DELAY,2025-11-17 00:00:00,,invalid_date,APP
ORD007002,,PRD1196,,536.33,DELIVERED,UPI,Wellington,,AU,,,205.27,SAVE10,Y,,,,invalid_date,
ORD003835,CUST03160,PRD1098,4.0,,DELIVERED,,,,,,241.25,208.21,DISC20,,DELAY,2024-07-31 00:00:00,2025-04-02,2025-02-24,APP
ORD007006,CUST01586,,3.0,,,UPI,,,NZ,,221.5,,DISC20,,,2025-09-20 00:00:00,,2025-09-25,
ORD006045,,,-1.0,,SHIPPED,,Christchurch,,NZ,88.4,146.98,163.46,DISC20,,DELAY,,,invalid_date,APP
ORD006747,,,3.0,,PLACED,,,South,,123.61,15.38,160.19,DISC20,Y,DELAY,invalid_ts,,2024-07-08,ECOM
ORD006008,,,1.0,,PLACED,,Christchurch,,NZ,98.99,,,DISC20,,DELAY,2025-10-12 00:00:00,2025-10-07,,APP
ORD007911,,,4.0,,PLACED,CARD,Auckland,North,NZ,79.76,263.48,,SAVE10,N,DAMAGED,invalid_ts,2024-04-26,invalid_date,APP
ORD001983,,PRD1119,-1.0,2290.28,CANCELLED,NETBANKING,Wellington,South,,,,159.31,SAVE10,Y,,2025-01-19 00:00:00,2025-07-04,,ECOM
ORD004073,CUST02437,,,3416.83,PLACED,CARD,Christchurch,,AU,,,,SAVE10,Y,DAMAGED,invalid_ts,invalid_date,2025-05-24,
ORD005377,CUST00387,,,,SHIPPED,CARD,Auckland,South,,43.14,259.42,,,,DAMAGED,2024-08-21 00:00:00,,2025-01-24,
ORD005778,CUST03480,,-1.0,4075.4,DELIVERED,NETBANKING,Auckland,South,,,,26.11,,,DELAY,,invalid_date,,
ORD002292,,,-1.0,4400.59,DELIVERED,UPI,Auckland,South,NZ,136.9,76.38,,,N,DAMAGED,invalid_ts,,2024-05-22,APP
ORD001655,CUST02699,,3.0,,CANCELLED,UPI,,South,,174.25,,,DISC20,,DAMAGED,2025-01-19 00:00:00,2025-07-26,2025-04-06,
ORD002568,,PRD1010,2.0,,,CARD,Wellington,North,,184.86,92.41,17.56,DISC20,,DELAY,invalid_ts,invalid_date,2024-03-07,
ORD005244,CUST04382,PRD1169,1.0,,PLACED,NETBANKING,Christchurch,,,,,,DISC20,,,,2024-12-07,invalid_date,ECOM
ORD002572,CUST03007,PRD1020,,4467.86,,,Wellington,South,,,,,DISC20,N,DELAY,,2025-08-12,invalid_date,ECOM
ORD001493,CUST02212,,-1.0,,CANCELLED,CARD,Auckland,,AU,138.03,,178.87,SAVE10,,,2025-02-05 00:00:00,,,
ORD001857,,,-1.0,,DELIVERED,,Christchurch,South,,197.81,,,DISC20,,DAMAGED,invalid_ts,2025-05-26,2024-03-11,
ORD005739,,PRD1113,-1.0,,SHIPPED,CARD,Auckland,South,NZ,51.97,,154.49,SAVE10,N,DELAY,,invalid_date,2024-08-05,APP
ORD000376,CUST04788,,,,DELIVERED,NETBANKING,,North,AU,,,,SAVE10,Y,,2025-01-05 00:00:00,invalid_date,invalid_date,ECOM
ORD003197,CUST01726,,-1.0,1274.52,,CARD,Auckland,,,,,173.08,,Y,,,invalid_date,2025-04-10,ECOM
ORD002680,CUST01218,,4.0,,PLACED,NETBANKING,Christchurch,,NZ,,,,DISC20,N,DAMAGED,invalid_ts,2024-09-30,,APP
ORD006854,,,-1.0,3254.01,PLACED,,,North,NZ,18.47,,134.24,SAVE10,,DAMAGED,2025-01-07 00:00:00,,,
ORD005214,CUST00994,,1.0,4055.08,,NETBANKING,Wellington,,AU,35.58,,159.31,DISC20,N,DAMAGED,,invalid_date,,ECOM
ORD001496,CUST04616,PRD1054,-1.0,3755.42,CANCELLED,UPI,,South,,150.84,122.92,,,,,2025-06-30 00:00:00,invalid_date,,ECOM
ORD001400,CUST01429,PRD1125,,4861.07,PLACED,CARD,Wellington,,,115.91,117.04,129.52,SAVE10,,,,invalid_date,invalid_date,APP
ORD003154,,PRD1092,,448.48,,CARD,Auckland,,NZ,,114.01,151.2,SAVE10,N,,,2024-12-25,,
ORD003490,,PRD1030,,,,UPI,Wellington,South,AU,55.19,296.88,206.98,SAVE10,N,DELAY,2024-09-24 00:00:00,,,APP
ORD002576,CUST01456,PRD1082,2.0,,SHIPPED,CARD,Wellington,North,AU,151.36,207.46,112.93,DISC20,,DELAY,invalid_ts,invalid_date,,
ORD002358,CUST04815,,-1.0,,CANCELLED,CARD,,South,AU,,225.84,8.38,,N,DAMAGED,2025-09-26 00:00:00,2025-05-22,,
ORD005702,CUST00918,,2.0,1359.63,DELIVERED,,Christchurch,North,NZ,,174.08,,DISC20,N,DAMAGED,invalid_ts,invalid_date,,APP
ORD002678,,PRD1090,,2936.65,,,Auckland,,,,122.35,104.83,,N,DAMAGED,invalid_ts,invalid_date,,APP
ORD003945,CUST03235,,5.0,,SHIPPED,NETBANKING,,South,AU,,,71.84,,,DAMAGED,invalid_ts,invalid_date,invalid_date,
ORD002094,CUST03078,,-1.0,,CANCELLED,,Wellington,South,AU,,9.07,,SAVE10,Y,DELAY,invalid_ts,,invalid_date,ECOM
ORD006384,,PRD1092,,,,UPI,,North,,62.37,,16.8,DISC20,N,DELAY,invalid_ts,invalid_date,2024-07-15,ECOM
ORD007310,CUST03052,PRD1161,-1.0,,DELIVERED,UPI,Auckland,North,NZ,,,,SAVE10,N,DELAY,,2024-11-15,,ECOM
ORD004144,,PRD1053,-1.0,3407.07,PLACED,UPI,Wellington,South,NZ,,59.52,,SAVE10,,DELAY,invalid_ts,invalid_date,invalid_date,APP
ORD006834,,PRD1113,2.0,1961.79,CANCELLED,NETBANKING,Christchurch,South,AU,,,,,,DELAY,2024-09-11 00:00:00,,2024-07-10,
ORD006686,CUST00516,PRD1169,4.0,3186.25,,UPI,,South,AU,,,,,N,DAMAGED,2024-04-21 00:00:00,2025-02-27,,APP
ORD000499,,PRD1016,-1.0,,CANCELLED,CARD,Auckland,,AU,,,106.53,DISC20,,,2025-04-01 00:00:00,,,APP
ORD007611,CUST01047,PRD1084,-1.0,3802.13,PLACED,NETBANKING,,North,AU,,,,,N,,2024-05-07 00:00:00,invalid_date,invalid_date,ECOM
ORD000774,CUST01182,PRD1028,-1.0,,,UPI,Christchurch,South,AU,,241.41,25.59,DISC20,Y,,2025-07-07 00:00:00,,,APP
ORD000272,CUST01468,PRD1075,,,,,Auckland,South,,,158.0,137.64,SAVE10,Y,DAMAGED,invalid_ts,2024-02-01,invalid_date,ECOM
ORD002830,CUST00620,PRD1144,2.0,,,,Wellington,,NZ,,,,SAVE10,Y,DELAY,,2024-01-02,,
ORD007309,,,5.0,,CANCELLED,UPI,Auckland,North,,,298.35,,DISC20,Y,DAMAGED,2025-07-01 00:00:00,invalid_date,,
ORD003553,CUST02353,PRD1170,1.0,,CANCELLED,,Wellington,North,NZ,,178.04,64.14,,N,DELAY,,2024-04-23,2024-03-27,ECOM
ORD003582,CUST04413,,-1.0,3884.14,,CARD,Auckland,North,NZ,191.61,9.2,188.76,SAVE10,Y,DAMAGED,invalid_ts,,,
ORD004025,,,3.0,4489.88,,NETBANKING,Wellington,,,,61.06,,DISC20,,,invalid_ts,2024-03-27,2025-02-11,APP
ORD001331,CUST01235,,5.0,,SHIPPED,CARD,Christchurch,North,NZ,,128.58,48.73,DISC20,Y,DAMAGED,2024-03-14 00:00:00,invalid_date,2025-11-01,APP
ORD002671,,PRD1015,,4314.98,SHIPPED,CARD,,,NZ,,33.61,226.8,DISC20,N,DAMAGED,,,,APP
ORD001597,,,3.0,,SHIPPED,,Wellington,North,AU,,,,DISC20,Y,DAMAGED,,2025-11-27,2025-04-26,
ORD005329,,,-1.0,4690.01,DELIVERED,CARD,Wellington,,AU,,186.56,,,N,DAMAGED,invalid_ts,invalid_date,invalid_date,
ORD003780,CUST03768,PRD1193,,2240.83,,NETBANKING,Auckland,South,AU,8.68,295.71,261.62,SAVE10,,DAMAGED,,2025-08-23,,ECOM
ORD000490,,,-1.0,1905.43,DELIVERED,NETBANKING,Auckland,North,NZ,,101.57,,,,,,invalid_date,2025-03-20,APP
ORD003198,CUST03274,,,1037.59,,NETBANKING,Christchurch,,NZ,,,,,Y,,,,invalid_date,ECOM
ORD001456,CUST00220,,,,PLACED,,Wellington,,AU,9.21,129.89,,SAVE10,N,DAMAGED,invalid_ts,2025-09-17,,
ORD005523,,,,,SHIPPED,CARD,Auckland,North,NZ,104.86,,,SAVE10,N,,,invalid_date,invalid_date,APP
ORD001552,CUST04641,,,620.28,,,,North,AU,,,,SAVE10,N,,2025-02-06 00:00:00,,2025-11-30,APP
ORD004614,,PRD1058,3.0,4488.81,PLACED,UPI,Auckland,North,AU,,,,SAVE10,Y,DAMAGED,,2024-12-07,invalid_date,APP
ORD003834,CUST04761,,,2086.86,,CARD,Auckland,,,160.06,,231.21,SAVE10,,,invalid_ts,2024-07-16,invalid_date,
ORD001310,CUST00141,,,3022.17,DELIVERED,NETBANKING,Auckland,North,NZ,133.47,149.98,,SAVE10,,,2024-10-23 00:00:00,2025-03-04,invalid_date,
ORD005345,,PRD1152,3.0,581.43,,,,,AU,181.58,,,,N,DAMAGED,2025-03-05 00:00:00,2025-01-28,invalid_date,ECOM
ORD001777,,,-1.0,2976.94,CANCELLED,,Auckland,,,2.56,102.86,,SAVE10,N,,invalid_ts,,2024-06-10,
ORD003142,,PRD1068,,,DELIVERED,CARD,Auckland,,AU,87.2,190.27,,SAVE10,Y,,invalid_ts,invalid_date,,APP
ORD004921,CUST03114,PRD1070,-1.0,,SHIPPED,NETBANKING,Wellington,,,,,,SAVE10,,,2025-01-18 00:00:00,2025-08-06,,APP
ORD006809,CUST04218,PRD1072,1.0,4333.78,CANCELLED,UPI,Auckland,,,,1.82,,,N,DAMAGED,2024-11-24 00:00:00,2024-07-27,2024-02-01,ECOM
ORD005213,CUST02698,,5.0,,DELIVERED,UPI,Wellington,North,,,,,DISC20,N,DAMAGED,2024-06-29 00:00:00,2024-08-18,invalid_date,APP
ORD006460,,,-1.0,1815.05,DELIVERED,,Auckland,South,NZ,69.2,198.07,129.08,SAVE10,,DELAY,,,,ECOM
ORD006371,,,,3084.25,DELIVERED,NETBANKING,Auckland,North,AU,,161.23,148.73,,Y,,invalid_ts,,2025-02-17,APP
ORD005014,CUST02597,,-1.0,,PLACED,UPI,Christchurch,North,AU,11.55,48.69,24.12,DISC20,,DAMAGED,,2025-10-21,invalid_date,APP
ORD007123,,PRD1145,,3329.52,PLACED,UPI,Wellington,North,,136.9,140.57,,,,DELAY,,,2025-09-27,ECOM
ORD001612,CUST00316,,3.0,3881.3,DELIVERED,NETBANKING,Auckland,,NZ,,,,,,,invalid_ts,,invalid_date,ECOM
ORD003188,CUST01735,,,,DELIVERED,NETBANKING,Auckland,,NZ,63.88,198.99,118.26,DISC20,Y,DELAY,2024-09-03 00:00:00,,invalid_date,ECOM
ORD005473,CUST03414,,,,PLACED,,Wellington,,AU,92.68,,153.0,DISC20,N,DAMAGED,2025-01-17 00:00:00,2025-02-17,invalid_date,
ORD002606,CUST02336,PRD1087,-1.0,322.31,,CARD,Auckland,North,AU,170.76,290.23,,SAVE10,N,,invalid_ts,,invalid_date,ECOM
ORD004438,,,-1.0,3904.96,DELIVERED,,Auckland,North,NZ,191.32,106.13,284.4,DISC20,N,DELAY,,2025-03-06,invalid_date,APP
ORD006062,,,-1.0,,PLACED,,Christchurch,,NZ,53.35,139.88,196.79,,,,2024-04-29 00:00:00,,2024-06-13,APP
ORD007001,,PRD1104,3.0,2774.34,PLACED,CARD,Christchurch,North,AU,,,208.98,DISC20,Y,DELAY,,,,ECOM
ORD006894,,PRD1198,,,SHIPPED,NETBANKING,Christchurch,South,NZ,36.68,,171.71,,Y,DAMAGED,invalid_ts,,2024-08-14,
ORD000736,,,4.0,,,,,North,,,,172.77,DISC20,N,DAMAGED,invalid_ts,,2024-09-19,APP
ORD004946,CUST03901,PRD1033,4.0,1483.75,DELIVERED,CARD,Wellington,South,AU,,,,SAVE10,Y,DAMAGED,,2025-03-08,,ECOM
ORD000355,CUST03350,PRD1051,,4501.79,,,Christchurch,South,,,,179.69,DISC20,,DELAY,,,invalid_date,ECOM
ORD007112,,,-1.0,,CANCELLED,,Christchurch,,,136.81,163.65,,DISC20,Y,DAMAGED,invalid_ts,,2025-01-31,
ORD006301,,,,,,,Wellington,South,NZ,,277.87,269.58,SAVE10,,DELAY,invalid_ts,,,
ORD005691,CUST01764,,-1.0,,CANCELLED,CARD,Wellington,North,NZ,,,,SAVE10,N,,invalid_ts,invalid_date,2025-09-06,APP
ORD000169,CUST04871,,,1023.02,SHIPPED,UPI,Christchurch,South,AU,25.26,,,,,DELAY,2024-09-05 00:00:00,invalid_date,,ECOM
ORD002520,CUST04729,,,2086.97,DELIVERED,NETBANKING,Auckland,North,NZ,117.33,49.48,215.74,SAVE10,,,,invalid_date,,
ORD003073,,PRD1062,-1.0,975.27,,NETBANKING,Christchurch,,,60.92,,258.43,SAVE10,N,DAMAGED,2024-11-15 00:00:00,2025-02-19,invalid_date,ECOM
ORD001645,CUST00136,PRD1072,-1.0,,SHIPPED,UPI,Wellington,North,,,67.38,,,Y,DELAY,,2025-03-07,,
ORD004814,CUST04633,,-1.0,,CANCELLED,CARD,Auckland,North,AU,149.7,,232.28,SAVE10,,DAMAGED,invalid_ts,invalid_date,2025-02-08,ECOM
ORD007474,CUST03450,,1.0,4318.58,CANCELLED,UPI,Wellington,North,NZ,,144.77,,DISC20,Y,DELAY,invalid_ts,,2024-04-15,
ORD004599,,,-1.0,2046.53,DELIVERED,NETBANKING,,North,NZ,,7.48,17.65,DISC20,Y,DAMAGED,invalid_ts,invalid_date,,ECOM
ORD002750,CUST03984,PRD1142,3.0,3645.1,DELIVERED,,Auckland,,NZ,32.14,,16.23,,Y,DELAY,2025-10-12 00:00:00,invalid_date,,
ORD000689,CUST00648,,,4309.67,SHIPPED,NETBANKING,Auckland,,AU,,123.58,,,,DAMAGED,2024-01-08 00:00:00,invalid_date,invalid_date,APP
ORD002556,,PRD1101,,,CANCELLED,NETBANKING,Auckland,South,,,,79.15,DISC20,Y,DELAY,2024-09-12 00:00:00,,invalid_date,ECOM
ORD002176,CUST04819,PRD1083,,545.93,DELIVERED,CARD,Wellington,,AU,47.11,,,DISC20,Y,DELAY,,invalid_date,2024-08-24,ECOM
ORD002252,,PRD1116,-1.0,3717.58,,,Christchurch,North,,120.01,99.08,256.7,DISC20,N,DELAY,2025-05-06 00:00:00,invalid_date,invalid_date,ECOM
ORD000608,,PRD1108,,2499.35,CANCELLED,,Wellington,,AU,158.94,265.79,,SAVE10,N,DAMAGED,invalid_ts,,,APP
ORD002760,CUST03308,PRD1069,,2711.33,,UPI,,South,NZ,81.18,,,DISC20,N,,,,2025-10-30,APP
ORD002111,,,,,DELIVERED,,Auckland,North,AU,,,128.58,DISC20,Y,,,2025-10-01,2024-08-31,APP
ORD000934,CUST01296,,5.0,2357.23,PLACED,UPI,Auckland,South,NZ,,115.82,117.93,SAVE10,Y,DAMAGED,2024-03-28 00:00:00,invalid_date,,ECOM
ORD002420,CUST03174,PRD1111,,,SHIPPED,UPI,Auckland,South,AU,,,,,Y,DELAY,,,2025-01-28,APP
ORD003596,CUST00900,PRD1015,,3486.33,CANCELLED,UPI,Christchurch,South,,,,,SAVE10,N,,,2024-05-19,,
ORD004623,CUST02838,PRD1104,,3711.62,CANCELLED,NETBANKING,Wellington,South,AU,,,,DISC20,,DELAY,invalid_ts,invalid_date,2024-03-08,
ORD007212,CUST03265,,-1.0,,SHIPPED,CARD,Christchurch,North,,176.66,,228.4,SAVE10,,,invalid_ts,invalid_date,2024-04-06,
ORD000568,CUST04414,,1.0,,PLACED,CARD,,South,NZ,128.83,98.92,63.53,SAVE10,Y,DELAY,2024-02-13 00:00:00,,2025-09-03,APP
ORD002211,,,2.0,,CANCELLED,NETBANKING,Auckland,South,NZ,,,,SAVE10,,DELAY,,,invalid_date,
ORD007264,,,4.0,,DELIVERED,UPI,Auckland,,,161.69,6.62,294.25,SAVE10,,DAMAGED,invalid_ts,,2024-12-26,APP
ORD000885,,,3.0,1915.9,SHIPPED,,Wellington,North,AU,104.37,296.89,,,Y,DAMAGED,,,2025-06-09,APP
ORD001792,,,-1.0,,PLACED,,Wellington,,AU,,,38.12,DISC20,Y,,,2024-12-22,,
ORD007176,,PRD1069,-1.0,,SHIPPED,,,South,,,,,,Y,,2025-05-20 00:00:00,,2024-09-20,
ORD002328,,PRD1118,4.0,,SHIPPED,,Wellington,,AU,104.81,29.09,239.38,DISC20,N,DELAY,2025-03-21 00:00:00,2024-11-16,,APP
ORD001697,,,,2169.01,,UPI,Auckland,South,NZ,,,,,,DELAY,,2024-12-09,,
ORD000113,CUST00328,,2.0,3155.28,CANCELLED,NETBANKING,,North,NZ,,21.75,37.86,SAVE10,N,DELAY,2025-04-25 00:00:00,invalid_date,,APP
ORD004481,CUST01347,,-1.0,2450.8,PLACED,,,South,,162.29,,82.16,DISC20,N,DAMAGED,,,,
ORD000010,CUST04793,,,,DELIVERED,,Wellington,North,NZ,,144.81,,,,DAMAGED,2024-04-30 00:00:00,2024-07-02,invalid_date,ECOM
ORD000823,CUST03305,,,,DELIVERED,CARD,Wellington,,AU,,,,DISC20,,DELAY,,invalid_date,invalid_date,
ORD003628,CUST04861,PRD1076,,3566.51,PLACED,,Auckland,,NZ,91.71,,,DISC20,,,,2024-05-09,2025-07-04,
ORD005569,CUST03185,PRD1128,3.0,3598.53,SHIPPED,UPI,,South,NZ,135.7,,217.97,SAVE10,N,DELAY,,invalid_date,invalid_date,ECOM
ORD005381,,,,1217.9,,NETBANKING,Christchurch,South,,186.35,67.06,,DISC20,Y,DAMAGED,2025-11-07 00:00:00,invalid_date,invalid_date,
ORD003599,CUST00708,,-1.0,,PLACED,,Christchurch,,NZ,0.34,231.03,261.08,,N,DAMAGED,invalid_ts,,,APP
ORD004225,CUST03535,,-1.0,4353.01,SHIPPED,NETBANKING,Auckland,,AU,36.73,118.14,,DISC20,N,DELAY,2025-11-02 00:00:00,,,ECOM
ORD004149,,,,,SHIPPED,CARD,Christchurch,,NZ,,31.0,,DISC20,,DAMAGED,,invalid_date,2024-12-25,APP
ORD006421,CUST03963,,-1.0,1713.43,CANCELLED,,Wellington,,,,83.2,,SAVE10,N,,invalid_ts,2025-04-28,2024-09-05,ECOM
ORD004710,,PRD1003,,,,NETBANKING,Wellington,North,NZ,,123.72,66.56,SAVE10,,DAMAGED,2024-03-06 00:00:00,invalid_date,2025-11-19,ECOM
ORD000809,,,,1264.77,,UPI,Wellington,North,AU,34.78,,218.06,,Y,DAMAGED,invalid_ts,2025-01-05,2025-05-31,
ORD004654,,PRD1012,,906.58,PLACED,CARD,Wellington,North,NZ,27.59,39.9,,,N,DAMAGED,,,2025-05-18,
ORD004241,,,5.0,2374.59,PLACED,,Christchurch,South,AU,,75.61,91.37,,Y,DAMAGED,2025-10-22 00:00:00,2025-08-14,invalid_date,APP
ORD006536,CUST00771,PRD1078,,,CANCELLED,,Auckland,South,,90.6,199.73,148.52,SAVE10,Y,,,,2025-11-11,
ORD006869,CUST04097,PRD1152,-1.0,,DELIVERED,,Auckland,North,AU,,,58.22,,Y,DELAY,invalid_ts,,,ECOM
ORD002675,CUST02023,,1.0,4594.83,DELIVERED,,Christchurch,North,AU,,130.42,229.49,SAVE10,,DELAY,,,invalid_date,
ORD002105,CUST04755,,,,DELIVERED,NETBANKING,Wellington,North,NZ,28.95,51.39,26.28,SAVE10,,,,,2024-01-10,APP
ORD006858,CUST01373,PRD1015,1.0,3649.56,CANCELLED,,Wellington,South,,165.86,,238.24,,N,,invalid_ts,2025-05-03,invalid_date,
ORD006369,,,,4187.4,SHIPPED,,Wellington,North,NZ,,,133.14,DISC20,N,,2024-10-01 00:00:00,2025-10-28,,ECOM
ORD000539,,,,2961.61,DELIVERED,CARD,,,NZ,99.93,,197.03,SAVE10,Y,DAMAGED,,2025-10-30,,ECOM
ORD006212,,,3.0,,PLACED,NETBANKING,Wellington,,AU,75.86,,,,Y,DAMAGED,invalid_ts,,,APP
ORD002908,,,3.0,,SHIPPED,,Wellington,,NZ,82.76,188.86,,SAVE10,,,,2025-04-08,2024-10-08,
ORD006850,CUST03057,PRD1039,2.0,4952.28,DELIVERED,UPI,Christchurch,,AU,,,78.92,SAVE10,N,,,,invalid_date,ECOM
ORD002142,,PRD1102,-1.0,2586.41,PLACED,CARD,Auckland,North,NZ,47.89,234.65,125.69,DISC20,,DELAY,invalid_ts,,invalid_date,APP
ORD004497,,PRD1169,-1.0,3139.68,DELIVERED,,Wellington,South,AU,10.24,,222.32,,N,,invalid_ts,2024-02-21,,APP
ORD003250,CUST01618,,,,PLACED,UPI,Christchurch,North,,,153.38,65.7,DISC20,,,2025-01-25 00:00:00,invalid_date,2024-04-13,ECOM
ORD003099,,,4.0,,CANCELLED,CARD,Auckland,North,AU,,129.86,188.87,SAVE10,Y,DAMAGED,invalid_ts,,,ECOM
ORD000570,CUST02121,,,,,,Wellington,North,AU,,135.19,,DISC20,Y,DAMAGED,invalid_ts,,2025-09-23,ECOM
ORD001391,,,5.0,,CANCELLED,NETBANKING,Wellington,South,NZ,94.68,,262.92,SAVE10,Y,DELAY,invalid_ts,2025-02-23,2025-03-24,
ORD006121,,,3.0,4205.12,CANCELLED,,Wellington,South,NZ,,30.76,215.93,,,DAMAGED,,invalid_date,,
ORD007158,CUST02252,PRD1087,2.0,,DELIVERED,NETBANKING,,,AU,,18.62,270.93,DISC20,,DAMAGED,2025-04-11 00:00:00,,invalid_date,ECOM
ORD004515,,,2.0,4789.89,SHIPPED,NETBANKING,Christchurch,North,,52.62,27.89,,,,,2025-09-15 00:00:00,,2024-10-07,
ORD003249,,PRD1158,-1.0,1867.29,CANCELLED,CARD,Wellington,North,,153.8,,,DISC20,Y,DAMAGED,invalid_ts,,2025-05-23,APP
ORD004559,,,,,CANCELLED,CARD,Christchurch,South,NZ,173.64,,43.69,,N,DELAY,,invalid_date,invalid_date,
ORD007661,CUST03330,PRD1053,,,SHIPPED,NETBANKING,Auckland,South,NZ,,,,,,DAMAGED,invalid_ts,invalid_date,invalid_date,
ORD004602,CUST01179,PRD1194,,844.18,DELIVERED,UPI,Wellington,South,AU,,,103.93,SAVE10,N,,2025-05-08 00:00:00,2025-09-27,invalid_date,
ORD006930,CUST01052,PRD1035,,,PLACED,UPI,Wellington,North,,193.42,,58.66,,Y,,,,,ECOM
ORD007758,,,,2756.74,PLACED,UPI,Christchurch,North,NZ,195.16,161.79,,DISC20,,,,2024-02-06,,
ORD006430,,,-1.0,4215.6,,,,South,NZ,,177.23,,,,DAMAGED,2024-08-09 00:00:00,,2024-11-18,APP
ORD005473,CUST00690,,,,CANCELLED,NETBANKING,,South,,,,250.32,DISC20,N,,invalid_ts,2025-05-18,invalid_date,
ORD006104,CUST04930,,4.0,,DELIVERED,,Christchurch,South,NZ,,247.0,,SAVE10,N,,,2024-08-03,,APP
ORD007701,CUST02917,,,,,,Auckland,South,NZ,,115.93,242.97,,,DELAY,2024-10-18 00:00:00,invalid_date,invalid_date,
ORD006113,CUST02057,,,,PLACED,CARD,Auckland,North,NZ,124.12,26.94,,DISC20,N,DELAY,,,,APP
ORD005759,,,-1.0,1693.64,DELIVERED,NETBANKING,,South,NZ,177.59,,,,N,DAMAGED,2024-03-05 00:00:00,invalid_date,,
ORD000244,,,4.0,,DELIVERED,NETBANKING,,,,136.03,154.03,,SAVE10,Y,,,invalid_date,2025-06-01,APP
ORD005018,CUST00565,,-1.0,2459.31,PLACED,CARD,Wellington,North,AU,146.64,280.92,109.41,DISC20,N,,2024-09-01 00:00:00,,invalid_date,ECOM
ORD001435,,,-1.0,,CANCELLED,UPI,Wellington,North,AU,,,100.48,DISC20,Y,DELAY,invalid_ts,invalid_date,invalid_date,
ORD005950,,PRD1150,-1.0,2236.2,SHIPPED,NETBANKING,Auckland,North,NZ,,,214.88,,N,DELAY,invalid_ts,invalid_date,2024-11-26,
