store_id,store_name,city,state,country,store_type,manager_id,open_date,close_date,store_size_sqft,no_of_staff,rent_cost,revenue_target,is_active,renovation_flag,last_renovation_date,latitude,longitude,load_date,source_system
STR012,Store_9387,Auckland,,,Ecommerce,,,2024-05-17,8549.0,7.0,,,N,,2025-11-08,84.450749,-69.419444,2025-11-13,ERP
STR015,Store_9388,Hamilton,,NZ,,MGR19,invalid_date,invalid_date,,,,100525.74,Y,N,,41.776866,-152.307083,invalid_date,
STR018,Store_9389,,South,NZ,Ecommerce,MGR415,,invalid_date,5074.0,47.0,,105189.18,,,invalid_date,71.575903,,2025-03-14,CRM
STR017,Store_9390,Auckland,North,NZ,Ecommerce,MGR328,2025-10-09,invalid_date,,28.0,5905.49,,N,Y,,10.764869,,2024-03-13,CRM
STR018,Store_9391,Hamilton,South,AU,,MGR406,2024-07-06,invalid_date,,,15986.42,,,Y,invalid_date,-58.796759,68.195518,invalid_date,
STR012,,Hamilton,North,,Ecommerce,MGR467,2024-05-13,invalid_date,1606.0,30.0,,380332.97,,Y,invalid_date,,,,
STR011,Store_9393,Christchurch,North,AU,Ecommerce,MGR204,invalid_date,2024-04-28,,14.0,24669.0,381172.64,,Y,invalid_date,15.316178,129.348055,invalid_date,
STR022,Store_9394,,South,AU,Ecommerce,,invalid_date,2024-09-25,5425.0,,1133.4,,,N,2025-07-08,-0.765992,37.551063,invalid_date,ERP
STR002,Store_9395,Wellington,North,NZ,,,invalid_date,invalid_date,,17.0,,,N,N,2025-06-23,,-40.683683,invalid_date,CRM
STR009,Store_9396,Wellington,North,,,MGR443,2024-01-11,2025-11-10,4181.0,28.0,12332.18,444776.73,Y,Y,,,,2024-09-19,
STR008,Store_9397,Auckland,,,Physical,,,invalid_date,,32.0,34376.81,,N,N,2024-12-13,-89.69583,58.707886,invalid_date,CRM
STR021,Store_9398,Wellington,South,NZ,,,invalid_date,invalid_date,6636.0,15.0,,,N,N,2024-10-26,74.76091,,,CRM
STR011,,Hamilton,,,Ecommerce,,2025-08-28,2024-05-12,4755.0,25.0,,,Y,,,,163.894147,,ERP
STR010,Store_9400,,South,,,,invalid_date,,,,,328909.85,Y,,invalid_date,,,invalid_date,ERP
STR020,Store_9401,Auckland,,,,,2025-06-05,2024-12-28,1229.0,37.0,,,Y,,invalid_date,,-114.1182,2024-06-08,CRM
STR018,,Auckland,,NZ,Physical,MGR317,invalid_date,,,32.0,20595.95,,N,Y,invalid_date,49.655438,142.611678,invalid_date,CRM
STR027,,Wellington,South,AU,Physical,MGR478,,2024-06-03,2175.0,20.0,1460.12,,N,Y,2025-04-30,,89.673047,invalid_date,
STR006,Store_9404,Wellington,,AU,Ecommerce,MGR20,,invalid_date,,17.0,,491197.27,Y,N,invalid_date,,-70.749688,invalid_date,
STR004,,,North,NZ,Ecommerce,MGR170,,2024-03-12,,,31533.94,,Y,Y,,,,invalid_date,
STR002,,,North,NZ,,,,,,,17151.03,150526.66,Y,,2025-07-04,,,2025-10-19,CRM
STR027,Store_9407,Christchurch,North,AU,Physical,MGR38,,,,31.0,29567.24,,Y,Y,invalid_date,-63.818861,-117.77942,2025-07-07,
STR018,,Auckland,North,NZ,Ecommerce,,2024-10-21,2025-11-26,1226.0,,42891.97,316937.28,Y,,,,,2025-04-15,
STR003,,,North,,,,invalid_date,invalid_date,,14.0,,,,Y,,29.147525,,,ERP
STR017,Store_9410,Wellington,,AU,,,invalid_date,invalid_date,,39.0,,,N,Y,,,,invalid_date,CRM
STR022,Store_9411,Hamilton,North,,,MGR202,invalid_date,invalid_date,2447.0,21.0,,,,Y,2024-06-08,44.316013,142.176217,,ERP
STR012,Store_9412,,North,NZ,,MGR55,,invalid_date,8682.0,,43232.95,349333.62,N,Y,invalid_date,,,,CRM
STR002,Store_9413,Hamilton,,NZ,Physical,MGR483,invalid_date,2025-11-10,3334.0,,,,,Y,invalid_date,-53.751989,,invalid_date,CRM
STR009,,Wellington,South,NZ,Ecommerce,,invalid_date,invalid_date,7606.0,26.0,,230312.05,Y,N,2024-07-19,,,invalid_date,
STR023,,Auckland,,,,,invalid_date,invalid_date,1450.0,45.0,26780.37,315995.54,Y,N,invalid_date,71.534751,-48.642317,2024-07-29,ERP
STR005,,Hamilton,,AU,Ecommerce,MGR221,2024-09-07,,7477.0,23.0,20707.47,,N,Y,,-19.989258,,2024-03-08,ERP
STR004,,Auckland,North,,,,2025-07-15,invalid_date,,23.0,5617.52,302713.33,Y,Y,2025-03-14,-21.467098,-22.748633,,CRM
STR004,,Hamilton,South,,,MGR320,invalid_date,invalid_date,,41.0,10908.76,185712.72,,N,invalid_date,-23.935637,153.890839,invalid_date,ERP
STR025,Store_9419,Auckland,South,AU,Ecommerce,,2024-02-19,invalid_date,,,37636.88,,,Y,invalid_date,,-171.02576,2025-01-07,CRM
STR023,Store_9420,Christchurch,,,,MGR471,invalid_date,2025-03-28,2321.0,,,173276.7,Y,,invalid_date,,53.109428,,ERP
STR019,,Auckland,North,AU,,MGR42,,2025-05-26,,46.0,49002.79,,N,,2024-10-28,,119.996087,,
STR028,Store_9422,Christchurch,South,,Ecommerce,MGR196,2025-08-30,invalid_date,2207.0,,,,Y,Y,2025-08-07,-27.468763,154.84079,,CRM
STR001,Store_9423,Auckland,North,AU,,MGR316,,invalid_date,,14.0,28425.01,154629.57,N,,,42.088124,,invalid_date,
STR028,,Wellington,South,AU,Physical,,2025-06-05,2024-08-15,8346.0,,,346193.11,N,,invalid_date,,-78.656362,2024-04-05,ERP
STR007,,,North,,Physical,MGR390,invalid_date,invalid_date,,48.0,47489.69,,,,invalid_date,-4.741041,53.062955,invalid_date,CRM
STR017,Store_9426,Wellington,South,,,MGR221,2024-06-26,2025-11-19,,,37710.97,,Y,Y,,-35.968933,129.12194,invalid_date,ERP
STR009,Store_9427,Wellington,South,,,MGR397,2025-03-25,,,,27638.34,128160.98,N,,,-14.500242,,,ERP
STR024,Store_9428,Auckland,South,NZ,Ecommerce,,2024-07-09,,2769.0,,9844.58,,Y,,,-20.953224,,,CRM
STR012,,Christchurch,,,Physical,MGR72,invalid_date,2024-08-27,2302.0,,19972.73,,Y,N,2025-11-02,-79.199654,-26.970991,invalid_date,CRM
STR014,Store_9430,Hamilton,North,NZ,,MGR152,2025-03-22,,,,,184256.31,N,N,2024-03-09,,,,CRM
STR008,,Auckland,South,AU,Ecommerce,,2024-01-30,,,23.0,23289.54,363406.59,,N,invalid_date,,47.800601,invalid_date,ERP
STR030,Store_9432,Christchurch,North,NZ,,MGR147,2024-11-02,,,9.0,,404382.07,,Y,,-50.089849,,invalid_date,
STR007,,Auckland,North,AU,Physical,,invalid_date,invalid_date,3747.0,,15399.7,,,,,-13.263199,,2024-11-15,CRM
STR001,Store_9434,Christchurch,North,NZ,,MGR415,,invalid_date,,9.0,,129186.7,,,invalid_date,,62.041822,invalid_date,ERP
STR016,,Hamilton,South,AU,Physical,,,invalid_date,,43.0,,,Y,N,,,-156.958156,2024-01-15,ERP
STR002,,,,AU,,MGR378,2024-09-11,2025-05-05,3452.0,,27388.48,,N,N,invalid_date,71.086753,178.958998,invalid_date,CRM
STR013,Store_9437,Auckland,,AU,,MGR181,invalid_date,invalid_date,,,39858.13,304311.29,N,Y,invalid_date,,,invalid_date,CRM
STR017,Store_9438,Auckland,South,AU,Physical,MGR276,invalid_date,,,,7823.75,462219.57,Y,,,88.912801,51.115643,,
STR022,Store_9439,Auckland,South,,Physical,MGR320,invalid_date,invalid_date,9593.0,38.0,,147664.43,Y,Y,invalid_date,-26.554859,,invalid_date,CRM
STR020,Store_9440,Auckland,North,NZ,Physical,MGR127,2024-02-22,invalid_date,6822.0,,6035.33,303296.25,Y,Y,,-89.340256,,2025-01-15,ERP
STR002,,Christchurch,,AU,Ecommerce,,invalid_date,invalid_date,4041.0,,,,Y,Y,2024-02-04,,,2025-02-06,
STR013,,Hamilton,South,AU,,,,invalid_date,,47.0,5500.72,,N,N,invalid_date,-32.772194,32.021814,2025-08-30,ERP
STR029,Store_9443,,,NZ,Ecommerce,,2025-06-22,,2679.0,14.0,,,Y,N,,,,,
STR020,,Wellington,South,NZ,Physical,MGR134,invalid_date,,9689.0,14.0,33173.35,304534.31,N,N,invalid_date,-83.974605,,invalid_date,
STR022,Store_9445,Hamilton,,,,MGR291,2024-09-29,,,,,,N,N,2025-08-06,-27.213758,,,ERP
STR004,,Wellington,South,,,MGR333,invalid_date,invalid_date,,41.0,36723.96,361602.12,,Y,invalid_date,,57.200486,2025-06-21,ERP
STR022,Store_9447,Wellington,,,Ecommerce,,,,,,37444.73,379905.94,N,,invalid_date,,,invalid_date,ERP
STR020,,Christchurch,North,AU,Ecommerce,MGR423,invalid_date,,1255.0,,,,Y,N,2024-09-11,,46.075028,invalid_date,ERP
STR016,,Christchurch,North,NZ,Physical,,,,4519.0,,36459.15,,Y,,invalid_date,6.901711,,invalid_date,
STR022,,,,AU,,,2024-02-09,invalid_date,,,,,Y,Y,invalid_date,,,2024-06-09,
STR025,Store_9451,,,NZ,,MGR43,invalid_date,2025-10-08,3088.0,,,445346.78,,,2025-06-02,26.291038,109.686221,invalid_date,CRM
STR012,,,South,AU,Physical,MGR482,invalid_date,invalid_date,,17.0,38045.43,,N,,2025-05-06,,,,
STR027,,Christchurch,,,Ecommerce,MGR112,2025-06-11,,7766.0,,47356.84,420940.28,Y,Y,2024-08-23,,-150.886902,invalid_date,CRM
STR026,,Hamilton,,AU,,,2024-01-21,2025-11-18,3787.0,,23882.31,,,,2024-09-18,56.915923,22.495004,,CRM
STR028,,Auckland,North,NZ,Ecommerce,,2024-05-19,,5984.0,,,479277.17,N,,,-32.407921,-169.276113,invalid_date,ERP
STR002,,Christchurch,North,,Ecommerce,MGR365,,invalid_date,3051.0,,23938.06,357610.82,N,Y,invalid_date,-52.006174,91.057054,,ERP
STR002,,Christchurch,South,NZ,,MGR40,2024-10-29,invalid_date,,9.0,6418.04,,Y,,,58.389603,109.744695,invalid_date,
STR021,Store_9458,,,,,MGR97,,2025-10-25,2461.0,26.0,,,Y,,,,,invalid_date,ERP
STR020,Store_9459,Wellington,South,NZ,,MGR324,2024-02-09,invalid_date,9042.0,,,,Y,,,,,invalid_date,CRM
STR023,,Christchurch,,NZ,,MGR199,2025-05-13,,,9.0,,,,,2024-10-29,56.498991,,invalid_date,
STR024,Store_9461,,,AU,Ecommerce,,2024-03-14,,,,15050.15,,,,,,,invalid_date,ERP
STR020,,,South,,Ecommerce,,,2025-03-10,8943.0,14.0,27774.43,,Y,Y,invalid_date,63.884414,-4.295107,,
STR017,Store_9463,Hamilton,South,,,MGR429,,,,,23555.74,287378.94,N,Y,,-49.746618,144.306513,2024-09-25,ERP
STR008,,Wellington,South,,Ecommerce,,invalid_date,,6364.0,,,210408.56,Y,,2025-08-30,-61.030475,26.621735,,
STR023,Store_9465,,,,Ecommerce,,2025-07-06,,,,,,Y,N,,2.856497,,,
STR023,,Hamilton,,NZ,Physical,MGR163,,invalid_date,,,10114.97,154061.36,,Y,,,,,
STR029,Store_9467,Wellington,,NZ,Physical,MGR439,invalid_date,,,34.0,,376157.55,N,Y,,71.330243,,2025-03-26,
STR023,,Hamilton,South,,Physical,,2025-02-04,,1943.0,,9545.29,,N,N,2025-03-03,,-90.121556,invalid_date,ERP
STR010,,,South,AU,Physical,,,2025-10-06,1047.0,11.0,,,,,2025-02-10,,,,ERP
STR019,,Christchurch,North,AU,Ecommerce,MGR119,2024-09-13,,,,,384123.8,Y,Y,,,172.65614,,ERP
STR008,,Auckland,,NZ,Physical,,,,8884.0,,22710.49,109020.82,Y,,,,,invalid_date,CRM
STR025,Store_9472,Wellington,,NZ,Physical,,invalid_date,invalid_date,,29.0,,,N,N,invalid_date,,111.05269,2025-06-27,CRM
STR023,Store_9473,,,NZ,Ecommerce,,invalid_date,,,,46054.28,,,Y,invalid_date,,,,CRM
STR024,Store_9474,Hamilton,,AU,Ecommerce,,,2025-02-07,,35.0,,348853.03,Y,,,44.570985,,,ERP
STR030,Store_9475,Auckland,,AU,Ecommerce,,,2025-02-08,6592.0,18.0,,460694.19,N,,2024-02-29,20.008507,-41.484933,,CRM
STR008,,,South,AU,,,2025-06-12,,,,6874.89,,,,invalid_date,,,invalid_date,CRM
STR014,Store_9477,,North,NZ,Ecommerce,,,2025-05-29,,,19867.62,,N,,,77.420142,,invalid_date,ERP
STR014,Store_9478,,,NZ,,MGR324,invalid_date,,,45.0,,273803.06,N,,,33.648685,,2024-02-01,
STR014,,,,NZ,Ecommerce,,invalid_date,,2116.0,33.0,,,,Y,,-10.569541,,invalid_date,
STR002,,,South,AU,Ecommerce,,2024-06-23,invalid_date,,30.0,35402.24,,Y,N,2025-01-18,-20.412516,,invalid_date,ERP
STR023,,Auckland,South,AU,Ecommerce,MGR297,invalid_date,invalid_date,,,,,,N,,39.029623,122.841803,,CRM
STR001,,Christchurch,,NZ,Ecommerce,MGR116,invalid_date,invalid_date,,,24477.39,144402.95,N,N,invalid_date,,,2025-02-16,ERP
STR021,Store_9483,Hamilton,,NZ,,,2025-04-01,2025-11-30,,38.0,,456601.92,,N,2024-01-01,,,,
STR024,,Christchurch,North,,Physical,,2024-10-08,invalid_date,9296.0,,42706.33,,N,N,,,165.088838,2024-05-27,CRM
STR028,Store_9485,Auckland,South,AU,,,invalid_date,invalid_date,5401.0,49.0,31873.97,288278.89,,Y,invalid_date,49.829319,-42.981117,2025-01-24,CRM
STR018,Store_9486,Auckland,North,NZ,Ecommerce,,2025-05-09,invalid_date,,27.0,21293.64,,Y,Y,,,34.97978,2024-06-02,CRM
STR016,Store_9487,,,,,,,2025-04-28,,,28672.82,,Y,N,invalid_date,88.18562,-92.920473,invalid_date,CRM
STR004,,,,AU,Physical,MGR63,invalid_date,2024-10-02,5758.0,,41938.45,206551.03,Y,Y,invalid_date,-75.582106,158.971083,invalid_date,CRM
STR028,Store_9489,Auckland,,,,,,invalid_date,7600.0,,25228.31,465238.19,Y,,2025-08-31,-12.124013,,2025-10-25,CRM
STR009,Store_9490,Auckland,North,AU,,,2024-12-15,,,,,385251.06,,,2024-03-27,,,invalid_date,CRM
STR030,,Christchurch,North,AU,Ecommerce,,2024-10-09,2025-06-30,,,,407173.48,N,,invalid_date,22.188573,,,CRM
STR001,Store_9492,Christchurch,North,AU,Ecommerce,,2025-04-26,2025-02-26,9374.0,,,,,N,2024-10-19,-41.359517,25.315914,,ERP
STR024,,Christchurch,,AU,Ecommerce,,2024-04-23,2025-05-10,5430.0,,,170061.73,,Y,,21.552796,-145.918806,invalid_date,ERP
STR002,Store_9494,Wellington,North,,Ecommerce,,invalid_date,invalid_date,,42.0,9009.49,179951.87,N,,,,,,ERP
STR003,Store_9495,,North,AU,,MGR489,2024-11-18,2025-08-24,6992.0,6.0,,,N,Y,,,,,
STR009,Store_9496,,,,Ecommerce,MGR135,invalid_date,,,37.0,,369230.09,Y,N,2024-05-10,,,,ERP
STR011,Store_9497,Wellington,North,AU,Physical,,invalid_date,invalid_date,3334.0,37.0,13105.22,279409.06,N,N,2024-08-18,-84.484201,,,CRM
STR029,Store_9498,Hamilton,South,,Ecommerce,,,2024-12-08,,,,266701.66,Y,Y,invalid_date,88.454677,,2025-11-28,CRM
STR009,Store_9499,,North,NZ,,,2024-07-26,,,,49011.36,332258.4,,,2025-01-19,,179.666109,,ERP
STR021,,Wellington,,NZ,Ecommerce,MGR387,,invalid_date,,41.0,,,,Y,,,-122.682174,invalid_date,ERP
STR012,,Wellington,,,,,invalid_date,,3024.0,,,,Y,,,-82.346538,,2025-08-29,
STR003,,Wellington,,NZ,Physical,MGR428,2025-10-06,,,,19569.9,422150.52,,,2024-05-22,,69.257062,invalid_date,CRM
STR027,,Hamilton,,AU,,MGR388,invalid_date,invalid_date,9470.0,,,,,,invalid_date,-33.87207,,2025-09-11,ERP
STR011,Store_9504,,,AU,Physical,MGR272,invalid_date,invalid_date,,8.0,37012.23,,,,invalid_date,-72.358629,,2025-02-07,ERP
STR015,,Christchurch,South,,Ecommerce,,invalid_date,,,,,,,,invalid_date,,,,ERP
STR003,Store_9506,,North,NZ,,MGR174,2024-07-17,,,47.0,4587.44,203293.79,,N,2024-10-24,-84.097028,,,
STR006,Store_9507,Wellington,,NZ,Ecommerce,MGR487,2025-02-26,2025-11-08,5949.0,,30662.18,186894.1,Y,Y,,5.774706,,invalid_date,CRM
STR017,Store_9508,Hamilton,South,AU,Physical,,,2024-07-11,,,4010.43,404342.26,N,N,,,-130.875779,invalid_date,ERP
STR016,Store_9509,,South,,,MGR324,2025-09-10,,1357.0,,44710.31,,,N,invalid_date,,-58.457293,2024-02-29,CRM
STR024,Store_9510,Christchurch,North,,Ecommerce,,invalid_date,,5493.0,,,198316.62,,,2025-02-05,74.206734,,invalid_date,
STR003,Store_9511,Auckland,North,NZ,Ecommerce,,invalid_date,invalid_date,,,,,,,invalid_date,,-68.647006,,CRM
STR018,Store_9512,,South,AU,Ecommerce,MGR135,2024-09-29,invalid_date,,40.0,23797.44,,N,,,45.812336,,2024-01-25,CRM
STR015,,Wellington,South,AU,Physical,,invalid_date,invalid_date,,,,,Y,Y,,-56.57208,111.118219,invalid_date,CRM
STR004,,Christchurch,North,AU,Ecommerce,MGR402,2024-05-23,,,31.0,,381515.77,N,Y,2024-01-20,,35.514719,invalid_date,CRM
STR022,,Hamilton,,AU,Physical,,,invalid_date,9333.0,7.0,35155.38,,Y,Y,2025-08-21,,133.420459,invalid_date,CRM
STR030,Store_9516,Hamilton,North,,,,invalid_date,,,7.0,,286630.32,,,2024-03-21,-88.425986,43.462495,invalid_date,
STR022,,Hamilton,,AU,Ecommerce,MGR114,,invalid_date,,,10312.57,,N,,,21.191877,-49.411137,2025-11-19,
STR001,,Auckland,,,,MGR362,2024-10-27,invalid_date,1580.0,46.0,,,Y,N,invalid_date,34.342037,53.009998,invalid_date,ERP
STR021,,Wellington,,NZ,,MGR240,,,,,39889.01,,N,Y,invalid_date,,86.748569,,ERP
STR009,Store_9520,Christchurch,North,AU,,,2024-01-30,invalid_date,,50.0,,,,N,2025-05-13,,,2024-03-13,
STR023,Store_9521,,South,,,,invalid_date,,7086.0,,,,Y,Y,invalid_date,7.650329,,2025-06-14,
STR029,,Christchurch,North,AU,,MGR335,,2024-11-27,,,29854.76,365624.76,N,N,,-20.360557,,,CRM
STR005,Store_9523,Wellington,,NZ,Physical,MGR303,invalid_date,2024-10-08,,,42673.38,,,,2024-12-08,,,2025-07-18,ERP
STR002,Store_9524,,South,,Ecommerce,,2025-10-30,,,35.0,,236511.88,N,Y,invalid_date,30.175764,-108.2258,,
STR006,,Christchurch,South,,Ecommerce,MGR315,,,,28.0,2538.29,,Y,Y,invalid_date,,-156.04521,2024-01-25,CRM
STR004,,Auckland,South,AU,Physical,MGR212,,2024-11-06,,,,360809.75,N,N,2024-03-19,,-29.071235,,CRM
STR026,,Auckland,North,NZ,Ecommerce,MGR429,2025-11-23,,6870.0,28.0,16107.58,,,Y,,66.049569,,2024-02-03,
STR010,,Christchurch,North,,,,,2024-08-06,,11.0,,,N,Y,2024-01-21,-1.756649,93.216167,2025-01-19,
STR028,Store_9529,,South,NZ,Physical,MGR281,invalid_date,2024-09-10,,,2802.65,,N,N,invalid_date,,,2025-08-11,
STR018,,Auckland,,,Physical,MGR292,invalid_date,2024-04-26,,7.0,20510.25,,N,N,invalid_date,-78.814856,,,ERP
STR003,,,North,NZ,Ecommerce,,,invalid_date,4029.0,,,239835.46,,Y,,,,2024-06-12,ERP
STR023,Store_9532,Hamilton,South,NZ,Ecommerce,,2024-07-08,2024-10-05,,,15296.7,,N,,,-87.396696,52.419522,invalid_date,ERP
STR028,Store_9533,Christchurch,,AU,,MGR160,2025-01-21,,5312.0,26.0,,,N,,2024-09-21,,60.997097,invalid_date,CRM
STR024,Store_9534,Christchurch,South,NZ,,MGR451,2024-02-27,2025-05-14,2036.0,,,,,N,,,150.026098,,ERP
STR018,Store_9535,Auckland,South,,,MGR252,,2025-04-26,9215.0,41.0,42774.91,496844.2,,N,,,-30.162115,invalid_date,ERP
STR005,,Auckland,South,NZ,,,,invalid_date,4338.0,,,,N,Y,2025-06-05,,104.515713,2024-05-18,CRM
STR026,Store_9537,Auckland,South,AU,Physical,,invalid_date,,7560.0,,,,N,N,2025-07-30,,-27.657837,2024-05-20,ERP
STR013,,Hamilton,South,NZ,,,2024-01-24,,6476.0,31.0,3363.6,,N,,invalid_date,-2.771557,,,ERP
STR020,Store_9539,Christchurch,North,,,,2025-08-16,,,,,476014.07,,N,,-9.978468,,2024-09-17,CRM
STR020,,Christchurch,,,Ecommerce,MGR73,,invalid_date,1401.0,7.0,19723.87,175348.87,,Y,,,,invalid_date,CRM
STR026,Store_9541,,North,AU,,,invalid_date,,7413.0,,,255720.65,,Y,invalid_date,,,,
STR015,Store_9542,Hamilton,South,NZ,Physical,MGR396,,,,19.0,,334055.9,N,Y,,,,2024-04-05,CRM
STR018,Store_9543,Hamilton,,NZ,,,2025-02-15,2025-11-21,5532.0,49.0,22798.44,,,Y,2025-06-12,30.110405,-13.473886,2024-06-03,ERP
STR007,Store_9544,Christchurch,,AU,Ecommerce,,,2024-06-05,,6.0,,,N,Y,,15.744504,,2024-09-23,
STR022,Store_9545,Christchurch,,,Ecommerce,,invalid_date,invalid_date,9293.0,,,349242.23,Y,N,,-31.388047,124.09598,invalid_date,
STR026,,Hamilton,South,,,MGR463,invalid_date,2024-06-28,,,,399915.44,,N,2025-02-20,,18.585899,invalid_date,CRM
STR002,,Hamilton,South,NZ,Physical,MGR20,2024-12-20,,1569.0,46.0,33586.77,,N,Y,2024-01-20,,28.305453,2024-08-30,CRM
STR011,,Christchurch,North,,Physical,,,invalid_date,7614.0,,,130827.46,,N,2025-01-22,,,2025-10-09,ERP
STR024,,Hamilton,,,Physical,,2024-12-04,2024-03-27,,42.0,,,Y,Y,invalid_date,-31.261136,,invalid_date,CRM
STR017,Store_9550,Wellington,North,NZ,Ecommerce,,,invalid_date,,,,,,N,2025-09-13,40.586155,,invalid_date,CRM
STR010,Store_9551,Auckland,South,,Physical,,invalid_date,,,46.0,,,Y,Y,2024-11-08,,-96.691403,,
STR025,,Wellington,,NZ,Ecommerce,MGR275,invalid_date,,9810.0,,9052.09,112846.34,Y,,,-24.678095,,invalid_date,ERP
STR028,Store_9553,Hamilton,North,NZ,Ecommerce,MGR115,2025-01-16,,,48.0,33495.33,324168.88,,Y,2024-11-04,-9.273998,-12.37138,,
STR027,,Christchurch,,AU,Ecommerce,,2025-06-02,invalid_date,,12.0,4240.53,,Y,N,2024-01-27,22.907356,-119.751989,,CRM
STR020,Store_9555,Christchurch,,,Ecommerce,,invalid_date,invalid_date,5563.0,,38507.09,,,,invalid_date,4.213252,-42.032513,invalid_date,
STR016,,,North,,,MGR325,2024-09-18,2025-04-19,,,48666.61,297526.44,Y,Y,,-16.542432,,2025-09-27,ERP
STR003,Store_9557,Wellington,,NZ,Ecommerce,,,2025-01-04,9201.0,25.0,,,,N,invalid_date,56.452788,22.335978,invalid_date,ERP
STR028,,Christchurch,North,NZ,Ecommerce,MGR194,invalid_date,,,14.0,46918.18,211314.69,,Y,invalid_date,,89.160649,2025-03-28,
STR026,Store_9559,Hamilton,North,,Physical,MGR483,,invalid_date,,,,,N,Y,,-42.120305,31.745115,2025-07-05,
STR007,,Auckland,South,NZ,,,,2025-08-08,,,17193.9,162645.46,N,N,,-40.110029,,invalid_date,CRM
STR017,,Auckland,South,NZ,Physical,MGR272,,invalid_date,2645.0,50.0,43571.81,,N,N,,-57.455705,155.890041,,
STR005,,,South,,Ecommerce,,2024-01-29,invalid_date,9579.0,,,316295.09,,N,invalid_date,,-20.308579,,
STR008,Store_9563,Wellington,,,Physical,,2025-01-26,,4328.0,46.0,21943.43,304545.36,,,invalid_date,,,invalid_date,ERP
STR017,Store_9564,Hamilton,North,NZ,,,,2024-01-29,,29.0,32763.62,340905.69,Y,N,2025-05-22,49.419943,,invalid_date,ERP
STR017,,Wellington,,AU,Physical,MGR409,invalid_date,2025-11-09,5002.0,,,383337.85,Y,N,invalid_date,,-32.487155,2025-03-04,ERP
STR025,Store_9566,,North,NZ,,,2024-02-10,2024-05-23,,18.0,20876.11,,N,N,,-50.828301,,,CRM
STR017,,Hamilton,North,NZ,Ecommerce,,invalid_date,2025-10-06,3613.0,,,,Y,,2024-11-27,,,invalid_date,
STR025,Store_9568,Auckland,North,,Physical,MGR362,,2024-05-23,,47.0,,252957.81,N,N,2024-08-23,43.170195,-150.323184,,CRM
STR021,,Auckland,,AU,,MGR146,2025-03-03,invalid_date,4504.0,,,,N,N,,,122.775053,,ERP
STR023,,,South,NZ,Ecommerce,MGR19,invalid_date,invalid_date,8327.0,,,301313.27,Y,N,invalid_date,-2.132593,,,CRM
STR008,,Wellington,South,NZ,,MGR267,2025-04-06,,5109.0,,46757.96,,Y,N,,63.238693,,,CRM
STR003,,Auckland,,,Ecommerce,MGR451,,invalid_date,5309.0,12.0,,,Y,N,2024-01-06,-23.170478,,,ERP
STR027,,Hamilton,South,NZ,Ecommerce,MGR172,2025-02-05,2025-02-22,7696.0,,,284747.61,N,N,invalid_date,-75.654987,-152.788534,2025-05-05,
STR016,,Auckland,South,,Physical,,,2025-11-04,4194.0,7.0,,,,,2025-06-10,,,,
STR023,Store_9575,Hamilton,,NZ,Ecommerce,MGR369,2024-02-13,,,19.0,10349.81,,Y,,invalid_date,-68.133844,,2024-12-03,
STR029,,Wellington,South,,,MGR312,,,1502.0,,,239422.8,N,N,,,-124.027436,,ERP
STR022,,Auckland,North,NZ,Physical,MGR413,2024-01-14,2024-08-03,5380.0,,,349556.43,Y,N,2025-07-14,81.165614,118.281077,invalid_date,CRM
STR005,Store_9578,Christchurch,,AU,Physical,MGR303,,,9546.0,35.0,,,,Y,,,,invalid_date,CRM
STR022,,Auckland,,AU,,MGR125,invalid_date,invalid_date,,25.0,6617.13,,N,N,2025-09-14,,-69.444791,2025-07-06,ERP
STR012,,,,,Ecommerce,,invalid_date,2025-04-06,,14.0,,392053.55,Y,N,invalid_date,,,,CRM
STR018,,,,NZ,,MGR288,2024-11-01,,8386.0,12.0,39401.54,,Y,,invalid_date,-39.533391,,,ERP
STR008,,Auckland,South,NZ,Ecommerce,,2024-04-15,2025-05-12,,22.0,4719.03,,Y,,invalid_date,,-168.708536,,
STR029,,Hamilton,South,AU,Physical,,,invalid_date,,43.0,35176.84,114762.8,,Y,,,-71.179402,invalid_date,ERP
STR015,,Auckland,,,Physical,,invalid_date,invalid_date,,,20716.49,,,N,,,,invalid_date,CRM
STR018,,Auckland,North,NZ,,MGR234,,,1186.0,,,,,,invalid_date,,-128.783395,invalid_date,CRM
STR030,,Wellington,,NZ,,,2024-07-30,,,,,,Y,,invalid_date,,-167.977573,invalid_date,ERP
STR015,Store_9587,Auckland,South,NZ,Physical,,invalid_date,2024-04-10,,,43376.15,,N,N,invalid_date,66.866699,89.245771,,ERP
STR023,,,South,,Physical,,2025-05-29,2025-11-06,,,38263.48,161912.99,N,N,invalid_date,,-27.589486,2025-11-02,ERP
STR016,Store_9589,,North,,Physical,,2025-04-29,,3855.0,18.0,,342738.72,N,N,2024-07-27,-71.803558,57.590406,invalid_date,CRM
STR023,Store_9590,Christchurch,North,AU,,,,invalid_date,,,27564.4,,N,,invalid_date,1.485153,,,ERP
STR028,Store_9591,Hamilton,,NZ,Physical,MGR128,2025-03-02,2025-11-27,,,32592.74,,,N,2024-02-18,88.154048,-1.062806,2025-07-17,CRM
STR026,Store_9592,Wellington,South,NZ,Ecommerce,MGR313,invalid_date,2025-08-15,,8.0,,,Y,Y,,-65.05145,123.30075,2024-12-27,CRM
